name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990
TaxProvision,"2,077,000,000","383,000,000","852,000,000","300,000,000","542,000,000","270,000,000","472,000,000","373,000,000","465,000,000","-788,000,000","-333,000,000","535,000,000","382,000,000","1,013,000,000","565,000,000","267,000,000","494,000,000","5,962,000,000","959,000,000","1,046,000,000","918,000,000","821,000,000","951,000,000","902,000,000","935,000,000","752,000,000","880,000,000","1,014,000,000","907,000,000","767,940,000","646,557,000","656,621,000","725,882,000","326,041,000","294,473,000","307,981,000","222,438,000","263,504,000","280,052,000","263,525,000","231,300,000","157,084,000","237,449,000","240,130,000","227,282,000","173,158,000","258,883,000","284,021,000","307,737,000","260,054,000","220,728,000","186,355,000","209,227,000","161,488,000","192,675,000","175,699,000","193,389,000","141,590,000","177,702,000","162,301,000","173,447,000","141,986,000","141,460,000","133,562,000","134,743,000","97,384,000","84,342,000","92,217,000","73,935,000","52,276,000","53,289,000","50,076,000","51,410,000","-107,320,000","3,855,000","5,275,000","2,660,000","1,076,000","550,000","638,000","-964,000","3,168,000","174,000","323,000","470,000","153,000","214,000","525,000","307,000","200,000","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"6,225,000,000","382,000,000","2,592,000,000","1,522,000,000","1,729,000,000","1,551,000,000","360,000,000","-3,339,000,000","1,551,000,000","2,696,000,000","-1,165,000,000","1,880,000,000","1,975,000,000","3,000,000","2,097,000,000","1,817,000,000","1,538,000,000","-3,865,000,000","2,718,000,000","3,073,000,000","2,702,000,000","3,108,000,000","3,330,000,000","3,497,000,000","3,566,000,000","4,683,000,000","4,600,000,000","4,492,000,000","4,333,000,000","3,486,723,000","2,731,274,000","3,655,593,000","2,227,410,000","791,411,000","788,606,000","772,605,000","722,186,000","762,541,000","675,505,000","711,564,000","441,956,000","665,145,000","741,124,000","746,227,000","651,141,000","629,419,000","704,876,000","712,061,000","854,901,000","802,212,000","673,033,000","571,398,000","589,112,000","568,194,000","504,005,000","442,828,000","496,127,000","401,642,000","398,319,000","407,930,000","407,407,000","-1,665,647,000","-52,164,000","265,150,000","262,704,000","281,602,000","179,232,000","195,967,000","157,113,000","110,244,000","113,240,000","111,459,000","114,428,000","192,583,000","73,096,000","100,372,000","-438,054,000","35,479,000","20,757,000","19,711,000","-3,850,000","131,577,000","-25,196,000","-32,387,000","-21,723,000","-29,265,000","-17,564,000","-4,186,000","-5,761,000","-9,000,000","-30,400,000","-15,000,000","-15,800,000","-16,300,000","-17,600,000","-14,800,000","-7,400,000","-12,400,000","-10,300,000","2,700,000","-7,900,000","-8,000,000","9,300,000","-12,200,000","-10,800,000","-8,400,000","-7,900,000","-8,900,000","-8,200,000","-7,000,000","-7,200,000","-8,400,000","-6,700,000","-5,800,000","-4,800,000","-5,700,000","-3,900,000","-2,700,000","-1,800,000",,,,,"-1,000,000","-900,000","-1,000,000","-1,000,000"
	NetIncome,"6,225,000,000","382,000,000","2,592,000,000","1,522,000,000","1,729,000,000","1,551,000,000","360,000,000","-3,339,000,000","1,551,000,000","2,696,000,000","-1,165,000,000","1,880,000,000","1,975,000,000","3,000,000","2,097,000,000","1,817,000,000","1,538,000,000","-3,865,000,000","2,718,000,000","3,073,000,000","2,702,000,000","3,108,000,000","3,330,000,000","3,497,000,000","3,566,000,000","4,683,000,000","4,600,000,000","4,492,000,000","4,333,000,000","3,486,723,000","2,731,274,000","3,655,593,000","2,227,410,000","791,411,000","788,606,000","772,605,000","722,186,000","762,541,000","675,505,000","711,564,000","441,956,000","665,145,000","741,124,000","746,227,000","651,141,000","629,419,000","704,876,000","712,061,000","854,901,000","802,212,000","673,033,000","571,398,000","589,112,000","568,194,000","504,005,000","442,828,000","496,127,000","401,642,000","398,319,000","407,930,000","407,407,000","-1,665,647,000","-52,164,000","265,150,000","262,704,000","281,602,000","179,232,000","195,967,000","157,113,000","110,244,000","113,240,000","111,459,000","114,428,000","192,583,000","73,096,000","100,372,000","-438,054,000","35,479,000","20,757,000","19,711,000","-3,850,000","131,577,000","-25,196,000","-32,387,000","-21,723,000","-29,265,000","-17,564,000","-4,186,000","-5,761,000","-9,000,000","-30,400,000","-15,000,000","-15,800,000","-16,300,000","-17,600,000","-14,800,000","-7,400,000","-12,400,000","-10,300,000","2,700,000","-7,900,000","-8,000,000","9,300,000","-12,200,000","-10,800,000","-8,400,000","-7,900,000","-8,900,000","-8,200,000","-7,000,000","-7,200,000","-8,400,000","-6,700,000","-5,800,000","-4,800,000","-5,700,000","-3,900,000","-2,700,000","-1,800,000",,,,,"-1,000,000","-900,000","-1,000,000","-1,000,000"
		NetIncomeIncludingNoncontrollingInterests,"6,201,000,000","376,000,000","2,586,000,000","1,517,000,000","1,722,000,000","1,544,000,000","353,000,000","-3,346,000,000","1,538,000,000","2,689,000,000","-1,168,000,000","1,875,000,000","1,968,000,000","3,000,000","2,099,000,000","1,819,000,000","1,539,000,000","-3,836,000,000","2,712,000,000","3,069,000,000","2,699,000,000","3,099,000,000","3,325,000,000","3,497,000,000","3,567,000,000","4,685,000,000","4,592,000,000","4,497,000,000","4,332,000,000","3,461,665,000","2,724,263,000","3,650,485,000","2,222,587,000","786,742,000","785,216,000","767,618,000","717,710,000","758,959,000","671,035,000","706,074,000","437,531,000","661,759,000","737,538,000","742,459,000","647,303,000","626,365,000","702,163,000","709,127,000","852,094,000","799,393,000","670,478,000","569,145,000","586,576,000","565,825,000","501,845,000","440,668,000","494,252,000","399,566,000","395,841,000","405,529,000","405,254,000","-1,668,035,000","-53,804,000","263,906,000","261,710,000","280,005,000","178,009,000","195,053,000","156,852,000","110,244,000","113,240,000","111,459,000","114,428,000","192,583,000","73,096,000","100,372,000","-438,054,000","35,479,000","20,757,000","19,711,000","-3,850,000","131,577,000","-25,196,000","-32,387,000","-21,723,000","-29,265,000","-17,564,000","-4,186,000","-5,761,000","-9,000,000","-30,400,000","-15,000,000","-15,800,000","-16,300,000","-17,600,000","-14,800,000","-7,400,000","-12,400,000","-10,300,000","2,700,000","-7,900,000","-8,000,000","9,300,000","-12,200,000","-10,800,000","-8,400,000","-7,900,000","-8,900,000","-8,200,000","-7,000,000","-7,200,000","-8,400,000","-6,700,000","-5,800,000","-4,800,000","-5,700,000","-3,900,000","-2,700,000","-1,800,000","-1,300,000","-1,300,000","-900,000","-900,000","-1,000,000","-900,000","-1,000,000","-1,000,000"
			NetIncomeContinuousOperations,"6,201,000,000","376,000,000","2,586,000,000","1,517,000,000","1,722,000,000","1,544,000,000","353,000,000","-3,346,000,000","1,538,000,000","2,689,000,000","-1,168,000,000","1,875,000,000","1,968,000,000","3,000,000","2,099,000,000","1,819,000,000","1,539,000,000","-3,836,000,000","2,712,000,000","3,069,000,000","2,699,000,000","3,099,000,000","3,325,000,000","3,497,000,000","3,567,000,000","4,685,000,000","4,592,000,000","4,497,000,000","4,332,000,000","3,461,665,000","2,724,263,000","3,650,485,000","2,222,587,000","786,742,000","785,216,000","767,618,000","717,710,000","758,959,000","671,035,000","706,074,000","437,531,000","661,759,000","737,538,000","742,459,000","647,303,000","626,365,000","702,163,000","709,127,000","852,094,000","799,393,000","670,478,000","569,145,000","586,576,000","559,630,000","504,005,000","442,828,000","496,127,000","401,642,000","398,319,000","407,930,000","407,407,000","-1,665,647,000","-52,164,000","265,150,000","262,704,000","281,602,000","179,232,000","195,967,000","157,113,000","110,244,000","113,240,000","111,459,000","114,428,000","192,583,000","73,096,000","100,372,000","-438,054,000","35,479,000","20,757,000","19,711,000","-3,850,000","131,577,000","-25,196,000","-32,387,000","-22,812,000","-15,595,000","-17,564,000","-4,186,000","-5,761,000","-9,000,000","-30,400,000","-15,000,000","-15,800,000","-16,300,000","-17,600,000","-14,800,000","-7,400,000","-12,400,000","-10,300,000","2,700,000","-7,900,000","-8,000,000","9,300,000","-12,200,000","-10,800,000","-8,400,000","-7,900,000","-8,900,000","-8,200,000","-7,000,000","-7,200,000","-8,400,000","-6,700,000","-5,800,000","-4,800,000","-5,700,000","-3,900,000","-2,700,000","-1,800,000","-1,300,000","-1,300,000","-900,000","-900,000","-1,000,000","-900,000","-1,000,000","-1,000,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"1,089,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"24,000,000","6,000,000","6,000,000","5,000,000","7,000,000","7,000,000","7,000,000","7,000,000","13,000,000","7,000,000","3,000,000","5,000,000","7,000,000","0","-2,000,000","-2,000,000","-1,000,000","-29,000,000","6,000,000","4,000,000","3,000,000","9,000,000","5,000,000","0","-1,000,000","-2,000,000","8,000,000","-5,000,000","1,000,000","25,058,000","7,011,000","5,108,000","4,823,000","4,669,000","3,390,000","4,987,000","4,476,000","3,582,000","4,470,000","5,490,000","4,425,000","3,386,000","3,586,000","3,768,000","3,838,000","3,054,000","2,713,000","2,934,000","2,807,000","2,819,000","2,555,000","2,253,000","2,536,000","2,369,000","2,160,000","2,160,000","1,875,000","2,076,000","2,478,000","2,401,000","2,153,000","2,388,000","1,640,000","1,244,000","994,000","1,597,000","1,223,000","914,000","261,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,253,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"6,225,000,000","382,000,000","2,592,000,000","1,522,000,000","1,729,000,000","1,551,000,000","360,000,000","-3,339,000,000","1,551,000,000","2,696,000,000","-1,165,000,000","1,880,000,000","1,975,000,000","3,000,000","2,097,000,000","1,817,000,000","1,538,000,000","-3,865,000,000","2,718,000,000","3,073,000,000","2,702,000,000","3,108,000,000","3,330,000,000","3,497,000,000","3,566,000,000","4,683,000,000","4,600,000,000","4,492,000,000","4,333,000,000","3,486,723,000","2,731,274,000","3,655,593,000","2,227,410,000","791,411,000","788,606,000","772,605,000","722,186,000","762,541,000","675,505,000","711,564,000","441,956,000","665,145,000","741,124,000","746,227,000","651,141,000","629,419,000","704,876,000","712,061,000","854,901,000","802,212,000","673,033,000","571,398,000","589,112,000","568,194,000","504,005,000","442,828,000","496,127,000","401,642,000","398,319,000","407,930,000","407,407,000","-1,665,647,000","-52,164,000","265,150,000","262,704,000","281,602,000","179,232,000","195,967,000","157,113,000","110,244,000","113,240,000","111,459,000","114,428,000","192,583,000","73,096,000","100,372,000","-438,054,000","35,479,000","20,757,000","19,711,000","-3,850,000","131,577,000","-25,196,000","-32,387,000","-21,723,000","-29,265,000","-17,564,000","-4,186,000","-5,761,000","-9,000,000","-30,400,000","-15,000,000","-15,800,000","-16,300,000","-17,600,000","-14,800,000","-7,400,000","-12,400,000","-10,300,000","2,700,000","-7,900,000","-8,000,000","9,300,000","-12,200,000","-10,800,000","-8,400,000","-7,900,000","-8,900,000","-8,200,000","-7,000,000","-7,200,000","-8,400,000","-6,700,000","-5,800,000","-4,800,000","-5,700,000","-3,900,000","-2,700,000","-1,800,000",,,,,"-1,000,000","-900,000","-1,000,000","-1,000,000"
BasicEPS,,"0.3","2.06","1.21","1.38","1.24","0.29","-2.66","1.23","2.13","-0.92","1.48","1.55","0.002","1.62","1.4","1.18","-2.96","2.08","2.35","2.07","2.36","2.52","2.62","2.58","3.26","3.14","3.05","2.91","2.32","1.8","2.39","1.45","0.52","0.51","0.51","0.47","0.5","0.445","0.47","0.29",,"0.485","0.475","0.41",,"0.425","0.405","0.475",,"0.375","0.315","0.325",,"0.275","0.24","0.265",,"0.215","0.22","0.22",,"-0.028","0.145","0.143",,"0.098","0.108","0.088",,"0.065","0.065","0.068",,"0.045","0.063","-0.276",,"0.014","0.013","-0.003",,"-0.016","-0.021","-0.014",,"-0.012","-0.003","-0.004",,"-0.022","-0.015","-0.016",,"-0.018","-0.016","-0.008",,"-0.011","0.004","-0.009",,"0.011","-0.014","-0.013","-0.013","-0.013",,"-0.014","-0.012","-0.012",,"-0.011","-0.01","-0.008",,"-0.008","-0.006","-0.004",,"-0.004","-0.003","-0.003",,"-0.003","-0.004","-0.003"
DilutedEPS,,"0.3","2.05","1.21","1.37","1.23","0.29","-2.66","1.22","2.12","-0.92","1.47","1.54","0.002","1.6","1.39","1.17","-2.96","2.06","2.33","2.05","2.34","2.49","2.58","2.53","3.18","3.06","2.92","2.76","2.18","1.67","2.2","1.33","0.47","0.47","0.46","0.43","0.47","0.425","0.455","0.285",,"0.475","0.465","0.4",,"0.415","0.395","0.46",,"0.36","0.305","0.315",,"0.26","0.23","0.255",,"0.21","0.21","0.213",,"-0.028","0.14","0.138",,"0.095","0.103","0.085",,"0.063","0.061","0.063",,"0.041","0.058","-0.276",,"0.013","0.012","-0.003",,"-0.016","-0.021","-0.014",,"-0.012","-0.003","-0.004",,"-0.022","-0.015","-0.016",,"-0.018","-0.016","-0.008",,"-0.011","0.003","-0.009",,"0.009","-0.014","-0.013","-0.013","-0.013",,"-0.014","-0.012","-0.012",,"-0.011","-0.01","-0.008",,"-0.008","-0.006","-0.004",,"-0.004","-0.003","-0.003",,"-0.003","-0.004","-0.003"
BasicAverageShares,,"1,256,000,000","1,256,000,000","1,255,000,000","1,256,000,000","1,255,000,000","1,255,000,000","1,255,000,000","1,262,000,000","1,266,000,000","1,267,000,000","1,270,000,000","1,276,000,000","1,290,000,000","1,296,000,000","1,298,000,000","1,307,000,000","1,307,000,000","1,306,000,000","1,307,000,000","1,308,000,000","1,316,000,000","1,322,000,000","1,335,000,000","1,383,000,000","1,436,000,000","1,463,000,000","1,472,000,000","1,488,000,000","1,506,000,000","1,513,899,000","1,532,723,000","1,536,525,000","1,533,882,000","1,532,105,000","1,526,945,000","1,521,372,000","1,517,208,000","1,514,770,000","1,513,902,000","1,512,572,000",,"1,534,066,000","1,569,614,000","1,592,230,000",,"1,666,012,000","1,763,604,000","1,803,212,000",,"1,806,638,000","1,811,222,000","1,819,560,000",,"1,841,614,000","1,845,592,000","1,856,208,000",,"1,853,926,000","1,863,354,000","1,853,880,000",,"1,829,732,000","1,830,020,000","1,845,700,000",,"1,824,392,000","1,811,768,000","1,798,196,000",,"1,725,092,000","1,716,496,000","1,709,072,000",,"1,613,392,000","1,601,888,000","1,586,624,000",,"1,569,120,000","1,561,336,000","1,550,400,000",,"1,524,896,000","1,516,464,000","1,509,584,000",,"1,474,848,000","1,426,912,000","1,418,880,000",,"1,389,714,286","1,000,000,000","972,307,692",,"971,034,483","947,200,000","910,769,231",,"915,555,556","902,857,143","902,857,143",,"875,294,118","887,272,727","822,857,143","672,000,000","601,904,762",,"596,363,636","589,473,684","606,315,789",,"595,555,556","580,000,000","590,769,231",,"480,000,000","480,000,000","480,000,000",,"484,800,000",,,,"288,000,000","266,666,667","320,000,000"
DilutedAverageShares,,"1,262,000,000","1,262,000,000","1,260,000,000","1,262,000,000","1,259,000,000","1,261,000,000","1,255,000,000","1,270,000,000","1,273,000,000","1,267,000,000","1,277,000,000","1,283,000,000","1,299,000,000","1,307,000,000","1,308,000,000","1,320,000,000","1,307,000,000","1,319,000,000","1,317,000,000","1,320,000,000","1,327,000,000","1,339,000,000","1,355,000,000","1,412,000,000","1,472,000,000","1,503,000,000","1,540,000,000","1,569,000,000","1,597,000,000","1,636,530,000","1,664,415,000","1,679,871,000","1,694,212,000","1,691,898,000","1,694,577,000","1,665,060,000","1,636,939,000","1,584,608,000","1,561,012,000","1,554,776,000",,"1,562,624,000","1,601,600,000","1,623,714,000",,"1,694,456,000","1,797,506,000","1,856,736,000",,"1,864,848,000","1,868,956,000","1,884,958,000",,"1,921,170,000","1,931,326,000","1,933,108,000",,"1,918,086,000","1,935,856,000","1,925,432,000",,"1,829,732,000","1,904,868,000","1,927,208,000",,"1,903,860,000","1,890,380,000","1,870,476,000",,"1,861,896,000","1,847,912,000","1,841,608,000",,"1,867,456,000","1,842,720,000","1,586,624,000",,"1,649,280,000","1,651,080,000","1,550,400,000",,"1,524,896,000","1,516,464,000","1,509,584,000",,"1,474,848,000","1,426,912,000","1,418,880,000",,"1,389,714,286","1,000,000,000","972,307,692",,"971,034,483","947,200,000","910,769,231",,"915,555,556","902,857,143","902,857,143",,"992,000,000","887,272,727","822,857,143","672,000,000","601,904,762",,"596,363,636","589,473,684","606,315,789",,"595,555,556","580,000,000","590,769,231",,"480,000,000","480,000,000","480,000,000",,"484,800,000",,,,"288,000,000","266,666,667","320,000,000"
TotalOperatingIncomeAsReported,"9,918,000,000","940,000,000","3,842,000,000","2,246,000,000","2,890,000,000","2,651,000,000","2,001,000,000","-2,983,000,000","2,402,000,000","1,093,000,000","-1,473,000,000","2,430,000,000","2,237,000,000","1,144,000,000","2,623,000,000","2,280,000,000","2,153,000,000","2,291,000,000","3,812,000,000","4,254,000,000","3,767,000,000","4,045,000,000","4,399,000,000","4,538,000,000","4,651,000,000","5,621,000,000","5,585,000,000","5,616,000,000","5,371,000,000","4,330,372,000","3,479,223,000","4,412,755,000","3,042,650,000","1,197,041,000","1,147,861,000","1,153,838,000","1,025,259,000","1,106,983,000","1,043,914,000","1,059,092,000","800,186,000","867,476,000","1,003,678,000","1,016,718,000","901,969,000","829,381,000","979,073,000","992,627,000","1,161,141,000","1,065,438,000","894,406,000","761,061,000","808,316,000","711,146,000","693,834,000","605,515,000","668,046,000","514,485,000","547,030,000","542,848,000","560,144,000","-1,553,259,000","57,540,000","365,315,000","371,652,000","362,029,000","249,885,000","276,757,000","222,430,000","165,298,000","163,770,000","158,198,000","144,423,000","87,977,000","79,173,000","107,772,000","-433,597,000","32,839,000","35,917,000","19,194,000","-6,943,000","-24,924,000","-360,868,000","-33,895,000","-25,802,000","-18,651,000","-20,941,000","-5,785,000","-6,941,000","-9,800,000","-16,200,000","-17,500,000","-19,400,000","-20,300,000","-21,700,000","-19,800,000","-12,200,000","-17,400,000","-15,100,000","-1,400,000","-11,900,000","-12,300,000","5,500,000","-15,900,000","-13,300,000","-9,900,000","-9,000,000","-10,000,000","-9,200,000","-7,900,000","-8,100,000","-9,100,000","-7,600,000","-6,800,000","-5,800,000","-6,900,000","-4,800,000","-3,700,000","-2,800,000",,,,,,,,
TotalExpenses,"17,210,000,000","6,304,000,000","3,560,000,000","3,875,000,000","3,471,000,000","4,706,000,000","3,405,000,000","3,602,000,000","3,146,000,000","4,786,000,000","7,077,000,000","3,255,000,000","3,044,000,000","4,651,000,000","2,973,000,000","3,368,000,000","2,935,000,000","3,658,000,000","2,700,000,000","2,887,000,000","2,738,000,000","3,275,000,000","3,101,000,000","3,238,000,000","3,143,000,000","2,885,000,000","2,710,000,000","2,628,000,000","2,223,000,000","2,983,897,000","2,562,609,000","2,122,188,000","1,956,306,000","1,922,785,000","1,634,972,000","1,613,556,000","1,506,376,000","1,481,302,000","1,382,683,000","1,346,094,000","1,482,263,000","1,332,902,000","1,117,982,000","1,120,535,000","1,024,125,000","1,169,306,000","958,583,000","934,597,000","924,712,000","966,941,000","906,983,000","886,094,000","722,144,000","717,059,000","677,434,000","661,759,000","590,106,000","580,238,000","511,773,000","505,241,000","468,286,000","414,002,000","335,625,000","319,987,000","321,226,000","247,237,000","243,566,000","218,512,000","207,984,000","204,287,000","162,417,000","161,524,000","164,704,000","175,540,000","121,199,000","131,098,000","110,103,000","112,188,000","98,067,000","90,169,000","85,359,000","99,255,000","411,783,000","84,582,000","83,638,000","73,916,000","66,030,000","55,764,000","52,163,000","58,600,000","54,600,000","26,200,000","24,300,000","29,300,000","24,700,000","26,800,000","25,800,000","27,300,000","20,000,000","21,100,000","17,400,000","18,100,000","19,200,000","18,100,000","14,100,000","11,000,000","9,900,000","10,900,000","10,500,000","9,500,000","9,200,000","10,200,000","8,700,000","7,800,000","6,800,000","7,900,000","5,800,000","4,700,000","3,900,000",,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"6,225,000,000","382,000,000","2,592,000,000","1,522,000,000","1,729,000,000","1,551,000,000","360,000,000","-3,339,000,000","1,551,000,000","2,696,000,000","-1,165,000,000","1,880,000,000","1,975,000,000","3,000,000","2,097,000,000","1,817,000,000","1,538,000,000","-3,865,000,000","2,718,000,000","3,073,000,000","2,702,000,000","3,108,000,000","3,330,000,000","3,497,000,000","3,566,000,000","4,683,000,000","4,600,000,000","4,492,000,000","4,333,000,000","3,486,723,000","2,731,274,000","3,655,593,000","2,227,410,000","791,411,000","788,606,000","772,605,000","722,186,000","762,541,000","675,505,000","711,564,000","441,956,000","665,145,000","741,124,000","746,227,000","651,141,000","629,419,000","704,876,000","712,061,000","854,901,000","802,212,000","673,033,000","571,398,000","589,112,000","568,194,000","504,005,000","442,828,000","496,127,000","401,642,000","398,319,000","407,930,000","407,407,000","-1,665,647,000","-52,164,000","265,150,000","262,704,000","281,602,000","179,232,000","195,967,000","157,113,000","110,244,000","113,240,000","111,459,000","114,428,000","192,583,000","73,096,000","100,372,000","-438,054,000","35,479,000","20,757,000","19,711,000","-3,850,000","131,577,000","-25,196,000","-32,387,000","-22,812,000","-15,595,000","-17,564,000","-4,186,000","-5,761,000","-9,000,000","-30,400,000","-15,000,000","-15,800,000","-16,300,000","-17,600,000","-14,800,000","-7,400,000","-12,400,000","-10,300,000","2,700,000","-7,900,000","-8,000,000","9,300,000","-12,200,000","-10,800,000","-8,400,000","-7,900,000","-8,900,000","-8,200,000","-7,000,000","-7,200,000","-8,400,000","-6,700,000","-5,800,000","-4,800,000","-5,700,000","-3,900,000","-2,700,000","-1,800,000",,,,,"-1,000,000","-900,000","-1,000,000","-1,000,000"
NormalizedIncome,"6,357,573,000","382,000,000","2,606,288,000","1,602,160,000","1,776,182,000","1,605,474,090.408","1,214,830,000","-36,480,000","1,551,000,000","2,696,000,000","-1,165,000,000","1,880,000,000","1,975,000,000","3,000,000","2,097,000,000","1,817,000,000","1,538,000,000","-3,865,000,000","2,718,000,000","3,073,000,000","2,702,000,000","3,108,000,000","3,330,000,000","3,497,000,000","3,566,000,000","4,683,000,000","4,600,000,000","4,492,000,000","4,333,000,000","3,486,723,000","2,731,274,000","3,655,593,000","2,227,410,000","791,411,000","788,606,000","772,605,000","722,186,000","762,541,000","677,977,936.414","712,346,828.314","464,253,477.442","665,145,000","741,124,000","746,227,000","651,141,000","629,419,000","704,876,000","712,061,000","854,901,000","802,212,000","673,033,000","571,398,000","589,112,000","568,194,000","504,005,000","450,596,661.074","496,127,000","401,642,000","398,319,000","407,930,000","407,407,000","-442,557,200","161,176,800","265,150,000","262,704,000","281,602,000","179,232,000","195,967,000","157,113,000","161,682,607.679","102,727,174.006","111,459,000","100,230,587.296","210,290,800","68,465,221.972","100,372,000","-144,894,600","35,479,000","36,390,751.162","19,711,000","-3,850,000","-24,564,555.36","-30,148,400","-32,387,000","-22,578,000","-15,011,200","-17,416,400","-3,755,200","-5,208,400","-8,220,000","-20,620,000","-16,560,000","-17,960,000","-18,880,000","-20,060,000","-17,800,000","-10,400,000","-15,640,000","-13,120,000","180,000","-10,300,000","-10,880,000","6,960,000","-14,420,000","-12,360,000","-9,300,000","-8,500,000","-10,100,000","-8,800,000","-7,540,000","-7,800,000","-9,120,000","-7,240,000","-6,400,000","-5,460,000","-6,540,000","-4,440,000","-3,300,000","-2,400,000",,,,,"-1,000,000","-900,000","-1,000,000","-1,000,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,365,000","14,406,000","11,978,000","13,832,000","10,764,000","15,593,000","18,285,000","15,645,000","11,299,000","14,017,000","12,923,000","4,158,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"1,001,000,000","238,000,000","250,000,000","256,000,000","257,000,000","267,000,000","236,000,000","240,000,000","241,000,000","243,000,000","250,000,000","248,000,000","254,000,000","257,000,000","264,000,000","266,000,000","290,000,000","297,000,000","291,000,000","269,000,000","261,000,000","265,000,000","242,000,000","227,000,000","230,000,000","230,000,000","165,000,000","140,000,000","153,000,000","130,361,000","103,366,000","102,004,000","76,269,000","73,150,000","73,949,000","78,008,000","81,787,000","85,906,000","89,322,000","88,418,000","97,270,000","74,998,000","43,097,000","46,107,000","41,216,000","40,622,000","33,620,000","17,764,000","16,955,000","17,290,000","17,217,000","18,484,000","16,671,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-1,001,000,000","-238,000,000","-250,000,000","-256,000,000","-257,000,000","-267,000,000","-236,000,000","-240,000,000","-241,000,000","-243,000,000","-250,000,000","-248,000,000","-254,000,000","-257,000,000","-264,000,000","-266,000,000","-290,000,000","-297,000,000","-291,000,000","-269,000,000","-261,000,000","-265,000,000","-242,000,000","-227,000,000","-230,000,000","-230,000,000","-165,000,000","-140,000,000","-153,000,000","-130,361,000","-103,366,000","-102,004,000","-76,269,000","-73,150,000","-73,949,000","-78,008,000","-81,787,000","-85,906,000","-89,322,000","-88,418,000","-97,270,000","-48,633,000","-28,691,000","-34,129,000","-27,384,000","-29,858,000","-18,027,000","521,000","-1,310,000","-5,991,000","-3,200,000","-5,561,000","-12,513,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
