name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalRevenue,"12,191,000,000","3,187,000,000","3,150,000,000","3,062,000,000","2,792,000,000","2,886,000,000","2,561,000,000","2,541,000,000","2,683,000,000","2,874,000,000","2,678,000,000","2,885,000,000","2,707,000,000","2,809,000,000","2,592,000,000","2,845,000,000","2,307,000,000","1,864,000,000","1,651,000,000","1,745,000,000","1,613,000,000","1,672,000,000","1,556,000,000","1,708,000,000","1,561,000,000","1,646,000,000","1,557,000,000","1,654,000,000","1,537,000,000","1,676,000,000","1,568,000,000","1,610,000,000","1,411,000,000","1,537,000,000","1,375,000,000","1,467,000,000","1,156,000,000","1,200,000,000","1,076,000,000","1,142,000,000","1,103,000,000","1,122,000,000","1,095,000,000","1,067,000,000","951,000,000","1,015,000,000","926,000,000","963,000,000","879,000,000","964,000,000","854,000,000","881,000,000","817,000,000","904,000,000","845,000,000","194,477,000","189,305,000","178,199,000","177,913,000","177,220,000","173,882,000","198,854,000","169,876,000","165,789,000","153,568,000","174,266,000","167,934,000","178,019,000","601,471,000","172,871,000","151,924,000","160,477,000","527,362,000"
	OperatingRevenue,"11,624,000,000","3,057,000,000","2,837,000,000","3,005,000,000","2,725,000,000","2,821,000,000","2,505,000,000","2,498,000,000","2,625,000,000","2,801,000,000","2,614,000,000","2,825,000,000","2,639,000,000","2,723,000,000","2,517,000,000","2,749,000,000","2,063,000,000","1,757,000,000","1,586,000,000","1,662,000,000","1,542,000,000","1,593,000,000","1,476,000,000","1,626,000,000","1,488,000,000","1,563,000,000","1,475,000,000","1,589,000,000","1,445,000,000","1,576,000,000","1,473,000,000","1,536,000,000","1,346,000,000","1,457,000,000","1,316,000,000","1,411,000,000","1,091,000,000","956,000,000","1,076,000,000","1,142,000,000","1,103,000,000","1,122,000,000","1,095,000,000","1,067,000,000","951,000,000","1,015,000,000","926,000,000","963,000,000","879,000,000","964,000,000","854,000,000","881,000,000","817,000,000","904,000,000","845,000,000","194,477,000","189,305,000","178,199,000","177,913,000","177,220,000","173,882,000","198,854,000","169,876,000","165,789,000","153,568,000","174,266,000","167,934,000","178,019,000","601,471,000","172,871,000","151,924,000","160,477,000","527,362,000"
CostOfRevenue,"4,620,000,000","1,067,000,000","1,529,000,000","1,055,000,000","969,000,000","1,129,000,000","1,003,000,000","810,000,000","918,000,000","1,037,000,000","914,000,000","938,000,000","930,000,000","946,000,000","934,000,000","995,000,000","1,060,000,000","745,000,000","670,000,000","634,000,000","607,000,000","645,000,000","592,000,000","603,000,000","592,000,000","640,000,000","574,000,000","564,000,000","565,000,000","598,000,000","529,000,000","515,000,000","482,000,000","475,000,000","435,000,000","437,000,000","342,000,000","328,000,000","296,000,000","314,000,000","311,000,000","330,000,000","342,000,000","288,000,000","273,000,000","291,000,000","261,000,000","254,000,000","269,000,000","298,000,000","257,000,000","257,000,000","253,000,000","266,000,000","262,000,000","137,912,000","138,060,000","128,860,000","122,539,000","121,609,000","118,026,000","135,757,000","111,503,000","109,623,000","97,599,000","110,072,000","109,323,000","115,590,000","218,259,000","105,209,000","91,268,000","96,063,000","181,737,000"
GrossProfit,"7,571,000,000","2,120,000,000","1,621,000,000","2,007,000,000","1,823,000,000","1,757,000,000","1,558,000,000","1,731,000,000","1,765,000,000","1,837,000,000","1,764,000,000","1,947,000,000","1,777,000,000","1,863,000,000","1,658,000,000","1,850,000,000","1,247,000,000","1,119,000,000","981,000,000","1,111,000,000","1,006,000,000","1,027,000,000","964,000,000","1,105,000,000","969,000,000","1,006,000,000","983,000,000","1,090,000,000","972,000,000","1,078,000,000","1,039,000,000","1,095,000,000","929,000,000","1,062,000,000","940,000,000","1,030,000,000","814,000,000","872,000,000","780,000,000","828,000,000","792,000,000","792,000,000","753,000,000","779,000,000","678,000,000","724,000,000","665,000,000","709,000,000","610,000,000","666,000,000","597,000,000","624,000,000","564,000,000","638,000,000","583,000,000","56,565,000","51,245,000","49,339,000","55,374,000","55,611,000","55,856,000","63,097,000","58,373,000","56,166,000","55,969,000","64,194,000","58,611,000","62,429,000","383,212,000","67,662,000","60,656,000","64,414,000","345,625,000"
OperatingExpense,"5,598,000,000","1,608,000,000","1,285,000,000","1,293,000,000","1,412,000,000","1,167,000,000","974,000,000","969,000,000","971,000,000","1,126,000,000","982,000,000","1,029,000,000","998,000,000","1,054,000,000","1,065,000,000","1,097,000,000","802,000,000","597,000,000","537,000,000","469,000,000","495,000,000","546,000,000","499,000,000","480,000,000","487,000,000","532,000,000","474,000,000","512,000,000","481,000,000","531,000,000","517,000,000","481,000,000","492,000,000","536,000,000","459,000,000","457,000,000","399,000,000","389,000,000","341,000,000","339,000,000","345,000,000","477,000,000","325,000,000","330,000,000","170,000,000","323,000,000","338,000,000","337,000,000","324,000,000","103,000,000","378,000,000","350,000,000","319,000,000","340,000,000","274,000,000","55,836,000","57,617,000","210,730,000","56,735,000","58,540,000","57,057,000","63,646,000","152,090,000","62,381,000","58,826,000","57,976,000","60,014,000","67,411,000","286,446,000","65,768,000","57,192,000","58,751,000","267,821,000"
	SellingGeneralAndAdministration,"4,016,000,000","1,069,000,000","944,000,000","952,000,000","1,051,000,000","809,000,000","633,000,000","635,000,000","645,000,000","793,000,000","660,000,000","709,000,000","626,000,000","657,000,000","667,000,000","687,000,000","609,000,000","507,000,000","457,000,000","389,000,000","415,000,000","463,000,000","419,000,000","400,000,000","408,000,000","445,000,000","394,000,000","430,000,000","400,000,000","445,000,000","432,000,000","406,000,000","409,000,000","450,000,000","379,000,000","379,000,000","367,000,000","359,000,000","314,000,000","308,000,000","315,000,000","319,000,000","295,000,000","300,000,000","269,000,000","291,000,000","306,000,000","304,000,000","290,000,000","318,000,000","338,000,000","310,000,000","281,000,000","270,000,000","224,000,000","38,817,000","41,155,000","28,190,000","39,644,000","41,333,000","41,520,000","45,759,000","42,652,000","46,114,000","43,171,000","36,949,000","42,130,000","47,168,000","234,758,000","40,480,000","38,343,000","39,031,000","208,208,000"
	DepreciationAmortizationDepletionIncomeStatement,"1,582,000,000","539,000,000","341,000,000","341,000,000","361,000,000","358,000,000","341,000,000","334,000,000","326,000,000","333,000,000","322,000,000","320,000,000","372,000,000","397,000,000","398,000,000","410,000,000","193,000,000","90,000,000","80,000,000","80,000,000","80,000,000","83,000,000","80,000,000","80,000,000","79,000,000","87,000,000","80,000,000","82,000,000","81,000,000","86,000,000","85,000,000","75,000,000","83,000,000","86,000,000","80,000,000","78,000,000","32,000,000","30,000,000","27,000,000","31,000,000","30,000,000","29,000,000","30,000,000","30,000,000","30,000,000","32,000,000","32,000,000","33,000,000","34,000,000","37,000,000","40,000,000","40,000,000","38,000,000","40,000,000","50,000,000","16,761,000","16,540,000","17,570,000","17,176,000","17,415,000","15,571,000","19,934,000","16,036,000","16,304,000","15,655,000","21,489,000","17,884,000","20,243,000","28,821,000","24,075,000","18,304,000","19,174,000","30,833,000"
		DepreciationAndAmortizationInIncomeStatement,"1,582,000,000","539,000,000","341,000,000","341,000,000","361,000,000","358,000,000","341,000,000","334,000,000","326,000,000","333,000,000","322,000,000","320,000,000","372,000,000","397,000,000","398,000,000","410,000,000","193,000,000","90,000,000","80,000,000","80,000,000","80,000,000","83,000,000","80,000,000","80,000,000","79,000,000","87,000,000","80,000,000","82,000,000","81,000,000","86,000,000","85,000,000","75,000,000","83,000,000","86,000,000","80,000,000","78,000,000","32,000,000","30,000,000","27,000,000","31,000,000","30,000,000","29,000,000","30,000,000","30,000,000","30,000,000","32,000,000","32,000,000","33,000,000","34,000,000","37,000,000","40,000,000","40,000,000","38,000,000","40,000,000","50,000,000","16,761,000","16,540,000","17,570,000","17,176,000","17,415,000","15,571,000","19,934,000","16,036,000","16,304,000","15,655,000","21,489,000","17,884,000","20,243,000","28,821,000","24,075,000","18,304,000","19,174,000","30,833,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-129,000,000",,,,,,,,,,,"258,000","-78,000","164,970,000","-85,000","-208,000","-34,000","-2,047,000","93,402,000","-37,000",,,,,"22,867,000","1,213,000","545,000","546,000","28,780,000"
OperatingIncome,"1,973,000,000","512,000,000","336,000,000","714,000,000","411,000,000","590,000,000","584,000,000","762,000,000","794,000,000","711,000,000","782,000,000","918,000,000","779,000,000","809,000,000","593,000,000","753,000,000","445,000,000","522,000,000","444,000,000","642,000,000","511,000,000","481,000,000","465,000,000","625,000,000","482,000,000","474,000,000","509,000,000","578,000,000","491,000,000","547,000,000","522,000,000","614,000,000","437,000,000","526,000,000","481,000,000","573,000,000","415,000,000","483,000,000","439,000,000","489,000,000","447,000,000","315,000,000","428,000,000","449,000,000","508,000,000","401,000,000","327,000,000","372,000,000","286,000,000","563,000,000","219,000,000","274,000,000","245,000,000","298,000,000","309,000,000","729,000","-6,372,000","-161,391,000","-1,361,000","-2,929,000","-1,201,000","-549,000","-93,717,000","-6,215,000","-2,857,000","6,218,000","-1,403,000","-4,982,000","96,766,000","1,894,000","3,464,000","5,663,000","77,804,000"
