name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009
InterestIncome,"14,000,000","6,000,000","5,000,000","2,000,000","1,000,000","0","1,000,000","2,000,000","6,000,000","10,000,000","12,000,000","9,000,000","9,000,000","16,000,000","26,000,000","25,000,000","20,000,000","11,000,000","7,000,000","4,000,000","5,000,000","1,000,000","3,000,000","1,000,000","1,000,000","1,000,000","2,000,000","2,000,000","1,000,000","2,000,000","2,000,000","1,000,000","2,000,000",,,,,,,"37,000,000","1,000,000",,,,,,,,,,
InterestExpense,"1,267,000,000","302,000,000","313,000,000","318,000,000","334,000,000","334,000,000","344,000,000","338,000,000","321,000,000","308,000,000","307,000,000","315,000,000","308,000,000","326,000,000","212,000,000","213,000,000","195,000,000","164,000,000","158,000,000","155,000,000","148,000,000","130,000,000","138,000,000","133,000,000","137,000,000","89,000,000","66,000,000","61,000,000","72,000,000","68,000,000","49,000,000","42,000,000","43,000,000","42,000,000","41,000,000","42,000,000","42,000,000","45,000,000",,"47,000,000","16,000,000","22,000,000","15,000,000",,"14,000,000","-2,000,000","6,000,000",,"4,000,000","-2,000,000","7,000,000"
NetInterestIncome,"-1,286,000,000","-299,000,000","-318,000,000","-316,000,000","-333,000,000","-333,000,000","-353,000,000","-345,000,000","-341,000,000","-305,000,000","-311,000,000","-319,000,000","-309,000,000","-319,000,000","-195,000,000","-195,000,000","-179,000,000","-160,000,000","-157,000,000","-158,000,000","-150,000,000","-136,000,000","-141,000,000","-137,000,000","-142,000,000","-98,000,000","-70,000,000","-64,000,000","-81,000,000","-72,000,000","-51,000,000","-47,000,000","-46,000,000","-39,000,000","-46,000,000","-45,000,000","-48,000,000","-44,000,000","-26,000,000","-10,000,000","-15,000,000","-22,000,000","-15,000,000","-10,000,000","-14,000,000","4,000,000","-6,000,000","1,000,000","-4,000,000","5,000,000","-7,000,000"
EBIT,"4,084,000,000","1,650,000,000","1,325,000,000","911,000,000","198,000,000","391,000,000","-1,072,000,000","974,000,000","-11,834,000,000","847,000,000","2,014,000,000","2,035,000,000","671,000,000","1,958,000,000","1,375,000,000","1,729,000,000","452,000,000","1,123,000,000","1,577,000,000","979,000,000","290,000,000","547,000,000","432,000,000","1,311,000,000","70,000,000","324,000,000","1,545,000,000","1,332,000,000","1,461,000,000","1,255,000,000","1,061,000,000","1,363,000,000","358,000,000","1,011,000,000","295,000,000","957,000,000","1,150,000,000","1,188,000,000","1,888,000,000","1,337,000,000","950,000,000","-158,000,000","1,759,000,000","1,308,000,000","836,000,000","359,000,000","445,000,000","618,000,000","-413,000,000","-118,000,000","278,000,000"
EBITDA,"7,448,000,000"
ReconciledCostOfRevenue,"113,372,000,000","32,997,000,000","30,399,000,000","28,048,000,000","21,928,000,000","16,880,000,000","16,973,000,000","13,232,000,000","27,003,000,000","28,279,000,000","28,155,000,000","30,568,000,000","26,879,000,000","29,168,000,000","21,161,000,000","20,188,000,000","18,039,000,000","17,537,000,000","15,270,000,000","14,846,000,000","13,791,000,000","14,349,000,000","13,579,000,000","13,069,000,000","10,313,000,000","12,880,000,000","14,734,000,000","16,810,000,000","13,483,000,000","18,662,000,000","22,369,000,000","23,551,000,000","21,019,000,000","21,929,000,000","23,955,000,000","22,701,000,000","20,393,000,000","14,180,000,000","18,737,000,000","18,274,000,000","18,752,000,000","19,018,000,000","18,305,000,000","18,904,000,000","15,342,000,000","15,238,000,000","13,615,000,000","14,629,000,000","12,104,000,000","11,817,000,000","10,467,000,000"
ReconciledDepreciation,"3,364,000,000","813,000,000","836,000,000","871,000,000","844,000,000","849,000,000","629,000,000","935,000,000","962,000,000","978,000,000","855,000,000","886,000,000","919,000,000","874,000,000","555,000,000","533,000,000","528,000,000","540,000,000","517,000,000","521,000,000","536,000,000","504,000,000","507,000,000","500,000,000","490,000,000","413,000,000","508,000,000","362,000,000","363,000,000","359,000,000","322,000,000","325,000,000","320,000,000","332,000,000","299,000,000","302,000,000","287,000,000","283,000,000","246,000,000","236,000,000","230,000,000","230,000,000","227,000,000","218,000,000","216,000,000","218,000,000","234,000,000","269,000,000","220,000,000","194,000,000","167,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,290,000,000","774,000,000","694,000,000","298,000,000","-476,000,000","-39,000,000","-1,257,000,000","9,000,000","-9,234,000,000","443,000,000","1,095,000,000","1,106,000,000","-7,000,000","951,000,000","737,000,000","1,055,000,000","37,000,000","2,016,000,000","903,000,000","483,000,000","30,000,000","227,000,000","145,000,000","801,000,000","1,000,000","187,000,000","948,000,000","826,000,000","891,000,000","798,000,000","672,000,000","855,000,000","199,000,000","626,000,000","168,000,000","593,000,000","725,000,000","755,000,000","1,224,000,000","814,000,000","596,000,000","-75,000,000","1,133,000,000","802,000,000","529,000,000","230,000,000","277,000,000","405,000,000","-289,000,000","-52,000,000","168,000,000"
TotalUnusualItemsExcludingGoodwill,"-112,000,000","-115,000,000","0","0","-17,000,000","-92,000,000","-780,000,000","-23,000,000","-7,818,000,000","-1,112,000,000","4,000,000","4,000,000","214,000,000","-43,000,000","1,000,000","3,000,000","-2,000,000","-2,000,000","0","7,000,000","5,000,000","6,000,000","1,000,000","-1,000,000","-104,000,000","-4,000,000","2,000,000","-1,000,000","5,000,000","7,000,000","3,000,000","10,000,000","1,000,000","3,000,000","0","1,000,000","1,000,000","176,000,000","1,000,000","-7,000,000","-7,000,000","0","0","18,000,000","17,000,000","6,000,000","2,000,000","3,000,000","6,000,000","1,000,000","13,000,000"
TotalUnusualItems,"-112,000,000","-115,000,000","0","0","-17,000,000","-92,000,000","-780,000,000","-23,000,000","-7,818,000,000","-1,112,000,000","4,000,000","4,000,000","214,000,000","-43,000,000","1,000,000","3,000,000","-2,000,000","-2,000,000","0","7,000,000","5,000,000","6,000,000","1,000,000","-1,000,000","-104,000,000","-4,000,000","2,000,000","-1,000,000","5,000,000","7,000,000","3,000,000","10,000,000","1,000,000","3,000,000","0","1,000,000","1,000,000","176,000,000","1,000,000","-7,000,000","-7,000,000","0","0","18,000,000","17,000,000","6,000,000","2,000,000","3,000,000","6,000,000","1,000,000","13,000,000"
NormalizedEBITDA,"7,560,000,000","2,578,000,000","2,161,000,000","1,782,000,000","1,059,000,000","1,332,000,000","337,000,000","1,932,000,000","-3,054,000,000","2,937,000,000","2,865,000,000","2,917,000,000","1,376,000,000","2,875,000,000","1,929,000,000","2,259,000,000","982,000,000","1,665,000,000","2,094,000,000","1,493,000,000","821,000,000","1,045,000,000","938,000,000","1,812,000,000","664,000,000","741,000,000","2,051,000,000","1,695,000,000","1,819,000,000","1,607,000,000","1,380,000,000","1,678,000,000","677,000,000","1,340,000,000","594,000,000","1,258,000,000","1,436,000,000","1,295,000,000","2,133,000,000","1,580,000,000","1,187,000,000","72,000,000","1,986,000,000","1,508,000,000","1,035,000,000","571,000,000","677,000,000","884,000,000","-199,000,000","75,000,000","432,000,000"
TaxRateForCalcs,"0.09","0.18","0.27","0.008","0.27","0.27","0.31","0.27","0.16","0.27","0.199","0.21","0.287","0.268","0.19","0.185","0.09","0.4","0.29","0.3","0.29","0.307","0.255","0.335","0.4","0.285","0.352","0.34","0.35","0.322","0.329","0.346","0.34","0.349","0.32","0.35","0.34","0.337","0.345","0.369","0.362","0.35","0.35","0.398","0.356","0.363","0.369","0.367","0.307","0.35","0.38"
TaxEffectOfUnusualItems,"-10,080,000","-20,730,712.166","0","0","-4,590,000","-24,840,000","-241,800,000","-6,210,000","-1,250,880,000","-300,240,000","796,719.391","840,000","61,311,294.766","-11,514,093.137","190,000","556,068.602","-180,000","-800,000","0","2,100,000","1,450,000","1,841,726.619","255,102.041","-335,314.092","-41,600,000","-1,140,425.532","704,530.088","-339,889.851","1,749,460.043","2,252,737.995","987,154.15","3,459,500.379","340,000","1,046,439.628","0","350,000","340,000","59,230,769.231","345,454.545","-2,582,945.736","-2,533,190.578","0","0","7,170,292.573","6,059,610.706","2,177,285.319","738,041.002","1,101,562.5","1,841,726.619","350,000","4,940,959.41"
