name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"5,116,789,000","1,326,137,000","1,296,554,000","1,254,146,000","1,239,951,000","1,131,429,000","1,060,674,000","1,062,041,000","1,353,360,000","1,488,615,000","1,416,554,000","1,397,186,000","1,452,834,000","1,460,742,000","1,409,005,000","1,388,358,000","1,399,814,000","1,427,692,000","1,403,638,000","1,361,548,000","1,345,763,000","1,425,966,000","1,357,168,000","1,315,380,000","1,336,715,000","1,380,621,000","1,320,137,000","1,349,110,000","1,216,235,000","1,297,120,000","1,234,694,000","1,181,982,000","1,314,991,000","1,416,261,000","1,302,256,000","1,236,563,000","1,215,058,000","1,344,432,000","1,228,617,000","1,188,066,000","1,118,969,000","1,171,338,000","1,074,360,000","1,040,861,000","1,019,874,000","1,119,718,000","979,275,000","933,566,000","925,071,000","1,028,180,000","924,932,000","903,612,000","918,492,000","1,029,316,000","935,594,000","922,947,000","895,298,000","1,035,581,000","907,145,000","855,932,000","852,141,000","927,031,000","818,736,000","798,738,000","787,649,000","876,479,000","786,769,000","756,262,000","756,872,000","834,650,000","623,453,000","601,583,000","584,313,000","644,221,000","566,580,000","566,317,000","547,790,000","624,182,000","550,754,000","516,534,000","494,332,000","572,140,000","499,240,000","487,640,000","489,815,000","2,013,428,000","2,852,000","2,591,000","476,192,000","476,303,000","489,700,000","467,100,000","459,500,000","463,759,000","326,100,000","310,600,000","305,100,000","316,500,000","266,900,000","246,900,000","243,100,000","264,100,000","206,000,000","137,500,000","141,200,000","156,300,000","138,000,000","130,800,000","132,200,000","135,100,000","115,900,000","111,800,000","105,800,000","97,600,000","102,800,000","102,800,000","102,700,000"
	OperatingRevenue,"4,843,202,000","1,253,015,000","1,234,947,000","1,184,886,000","1,170,354,000","1,058,132,000","1,015,176,000","1,034,545,000","1,291,398,000","1,385,413,000","1,336,884,000","1,326,815,000","1,307,602,000","995,166,000","932,899,000","917,589,000","921,343,000","963,743,000","926,764,000","912,683,000","905,549,000","970,467,000","924,611,000","887,952,000","880,852,000","947,839,000","874,369,000","845,194,000","827,480,000","892,161,000","829,112,000","801,788,000","893,311,000","970,913,000","885,933,000","850,221,000","845,335,000","-195,694,000","1,228,617,000","1,188,066,000","1,118,969,000","1,171,338,000","1,074,360,000","1,040,861,000","1,019,874,000","1,119,718,000","979,275,000","933,566,000","925,071,000","1,028,180,000","924,932,000","903,612,000","918,492,000","1,029,316,000","935,594,000","922,947,000","902,439,000","1,045,325,000","907,145,000","863,891,000","873,914,000","927,031,000","854,091,000","826,219,000","787,649,000","893,851,000","805,376,000","772,852,000","785,272,000","854,954,000","648,475,000","601,583,000","587,885,000","667,731,000","590,595,000","591,910,000","573,445,000","624,182,000","573,755,000","516,534,000","504,381,000","600,648,000","505,942,000","502,145,000","505,118,000","2,086,842,000","2,852,000","2,591,000","476,192,000","525,100,000","489,700,000","467,100,000","459,500,000","491,400,000","326,100,000","310,600,000","305,100,000","316,500,000","266,900,000","246,900,000","243,100,000","264,100,000","206,000,000","137,500,000","141,200,000","156,300,000","138,000,000","130,800,000","132,200,000","135,100,000","115,900,000","111,800,000","105,800,000","97,600,000","102,800,000","102,800,000","102,700,000"
CostOfRevenue,"971,064,000","269,890,000","247,385,000","229,804,000","223,986,000","215,118,000","222,518,000","201,921,000","247,598,000","259,084,000","263,745,000","243,883,000","254,930,000","254,087,000","261,968,000","236,591,000","255,319,000","245,173,000","256,112,000","242,486,000","236,308,000","242,491,000","255,004,000","235,103,000","238,548,000","243,656,000","251,154,000","229,004,000","236,379,000","224,589,000","225,517,000","213,682,000","272,255,000","269,903,000","267,598,000","253,995,000","249,340,000","652,054,000","132,378,000","116,018,000","104,740,000","105,558,000","122,446,000","109,025,000","99,541,000","98,615,000","115,647,000","101,234,000","98,768,000","98,905,000","113,815,000","106,836,000","106,147,000","103,687,000","127,515,000","111,911,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"4,145,725,000","1,056,247,000","1,049,169,000","1,024,342,000","1,015,965,000","916,311,000","838,156,000","860,120,000","1,105,762,000","1,229,531,000","1,152,809,000","1,153,303,000","1,197,904,000","1,206,655,000","1,147,037,000","1,151,767,000","1,144,495,000","1,182,519,000","1,147,526,000","1,119,062,000","1,109,455,000","1,183,475,000","1,102,164,000","1,080,277,000","1,098,167,000","1,136,965,000","1,068,983,000","1,120,106,000","979,856,000","1,072,531,000","1,009,177,000","968,300,000","1,042,736,000","1,146,358,000","1,034,658,000","982,568,000","965,718,000","692,378,000","1,096,239,000","1,072,048,000","1,014,229,000","1,065,780,000","951,914,000","931,836,000","920,333,000","1,021,103,000","863,628,000","832,332,000","826,303,000","929,275,000","811,117,000","796,776,000","812,345,000","925,629,000","808,079,000","811,036,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"1,732,535,000","464,715,000","436,845,000","419,619,000","411,353,000","454,263,000","434,132,000","409,252,000","450,893,000","452,655,000","447,507,000","472,672,000","447,566,000","452,566,000","429,646,000","414,092,000","442,562,000","433,067,000","457,458,000","432,913,000","432,784,000","482,975,000","425,973,000","421,041,000","413,266,000","427,235,000","411,396,000","417,721,000","380,685,000","417,243,000","401,620,000","406,769,000","426,864,000","453,812,000","434,093,000","417,678,000","408,029,000","76,119,000","535,287,000","550,693,000","498,620,000","593,952,000","445,304,000","464,264,000","469,443,000","448,996,000","449,917,000","416,865,000","399,387,000","306,321,000","418,940,000","572,078,000","448,129,000","479,811,000","424,384,000","431,630,000","543,340,000","506,671,000","528,446,000","522,381,000","503,175,000","537,379,000","497,412,000","488,689,000","488,445,000","530,914,000","487,171,000","467,414,000","481,618,000","498,924,000","374,609,000","361,382,000","355,843,000","330,279,000","344,854,000","336,705,000","325,966,000","338,372,000","320,889,000","295,106,000","292,697,000","371,095,000","284,614,000","278,470,000","281,238,000","1,108,107,000","4,492,000","4,378,000","267,467,000","1,745,958,000","-240,500,000","-232,500,000","-234,500,000","1,249,247,000","-163,400,000","-163,700,000","-172,300,000","-168,400,000","-126,400,000","-124,000,000","-125,500,000","-101,000,000","-123,500,000","-77,400,000","-75,700,000","-80,000,000","-71,100,000","-69,400,000","-78,100,000","-64,500,000","-65,600,000","-61,000,000","-56,700,000",,,,
	SellingGeneralAndAdministration,"144,642,000","36,218,000","45,544,000","26,819,000","36,062,000","43,012,000","17,767,000","19,985,000","40,421,000","48,548,000","44,615,000","45,779,000","46,261,000","54,092,000","48,860,000","47,404,000","47,428,000","54,298,000","49,020,000","49,570,000","49,949,000","58,835,000","50,849,000","48,297,000","49,902,000","51,274,000","53,594,000","56,560,000","33,755,000","52,644,000","52,747,000","53,748,000","39,426,000","60,194,000","45,271,000","44,781,000","35,768,000","-118,496,000","95,892,000","105,051,000","93,486,000","120,210,000","95,737,000","90,042,000","89,446,000","18,482,000","123,030,000","86,527,000","68,708,000","102,091,000","73,785,000","71,989,000","71,305,000","107,004,000","82,691,000","87,523,000","64,275,000","174,146,000","60,055,000","55,799,000","56,582,000","164,885,000","54,515,000","58,198,000","52,231,000","156,348,000","53,064,000","23,146,000","21,972,000","38,144,000","15,313,000","16,218,000","16,199,000","27,469,000","18,374,000","16,391,000","14,727,000","23,205,000","14,483,000","11,861,000","11,778,000","24,468,000","14,049,000","12,618,000","13,806,000","58,819,000","2,581,000","2,075,000","16,064,000","20,443,000","15,900,000","14,900,000","14,700,000","22,754,000","11,300,000","8,600,000","8,100,000","12,600,000","8,400,000","6,700,000","5,200,000","10,400,000","5,500,000","3,300,000","2,700,000","5,400,000","2,800,000","3,300,000","2,100,000","4,100,000","3,400,000","2,300,000","2,800,000",,,,
		GeneralAndAdministrativeExpense,"30,339,000","9,600,000","6,909,000","7,254,000","6,576,000","5,366,000","3,016,000","7,296,000","6,894,000","7,332,000","8,032,000","10,359,000","9,136,000","10,830,000","12,172,000","10,913,000","12,628,000","11,883,000","13,014,000","13,074,000","14,001,000","19,939,000","15,154,000","15,125,000","14,864,000","15,147,000","14,838,000","15,345,000","14,999,000","15,116,000","14,388,000","15,599,000","14,855,000","15,327,000","14,546,000","15,421,000","14,509,000","-159,524,000","67,778,000","76,502,000","72,388,000","85,827,000","69,964,000","65,084,000","67,558,000","46,395,000","54,010,000","52,976,000","46,172,000","64,384,000","50,559,000","52,166,000","52,799,000","74,275,000","59,749,000","65,784,000","44,902,000","141,292,000","37,863,000","35,389,000","37,698,000","132,066,000","36,797,000","37,657,000","34,829,000","121,832,000","32,061,000","4,459,000","3,792,000","6,144,000","3,615,000","3,460,000","3,564,000","3,975,000","4,030,000","4,023,000","3,055,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,302,000","4,682,000","4,887,000","6,119,000","3,899,000","2,732,000","4,422,000","5,005,000","4,493,000","4,458,000","4,993,000","4,459,000","3,792,000","6,144,000","3,615,000","3,460,000","3,564,000",,,,"3,055,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"30,339,000","9,600,000","6,909,000","7,254,000","6,576,000","5,366,000","3,016,000","7,296,000","6,894,000","7,332,000","8,032,000","10,359,000","9,136,000","10,830,000","12,172,000","10,913,000","12,628,000","11,883,000","13,014,000","13,074,000","14,001,000","19,939,000","15,154,000","15,125,000","14,864,000","15,147,000","14,838,000","15,345,000","14,999,000","15,116,000","14,388,000","15,599,000","14,855,000","15,327,000","14,546,000","15,421,000","14,509,000","-159,524,000","67,778,000","76,502,000","72,388,000","85,827,000","69,964,000","65,084,000","67,558,000","46,395,000","54,010,000","52,976,000","46,172,000","64,384,000","50,559,000","52,166,000","52,799,000","74,275,000","59,749,000","65,784,000","39,600,000",,"32,976,000","29,270,000","33,799,000",,"32,375,000","32,652,000","30,336,000",,"27,068,000",,,,,,,"3,975,000","4,030,000","4,023,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"114,303,000","26,618,000","38,635,000","19,565,000","29,486,000","37,646,000","14,751,000","12,689,000","33,527,000","41,216,000","36,583,000","35,420,000","37,125,000","43,262,000","36,688,000","36,491,000","34,800,000","42,415,000","36,006,000","36,496,000","35,948,000","38,896,000","35,695,000","33,172,000","35,038,000","36,127,000","38,756,000","41,215,000","18,756,000","37,528,000","38,359,000","38,149,000","24,571,000","44,867,000","30,725,000","29,360,000","21,259,000","41,028,000","28,114,000","28,549,000","21,098,000","34,383,000","25,773,000","24,958,000","21,888,000","-27,913,000","69,020,000","33,551,000","22,536,000","37,707,000","23,226,000","19,823,000","18,506,000","32,729,000","22,942,000","21,739,000","19,373,000","32,854,000","22,192,000","20,410,000","18,884,000","32,819,000","17,718,000","20,541,000","17,402,000","34,516,000","21,003,000","18,687,000","18,180,000","32,000,000","11,698,000","12,758,000","12,635,000","23,494,000","14,344,000","12,368,000","11,672,000","23,205,000","14,483,000","11,861,000","11,778,000","24,468,000","14,049,000","12,618,000","13,806,000",,,,"16,064,000","20,443,000","15,900,000","14,900,000","14,700,000","22,754,000","11,300,000","8,600,000","8,100,000","12,600,000","8,400,000","6,700,000","5,200,000","10,400,000","5,500,000","3,300,000","2,700,000","5,400,000","2,800,000","3,300,000","2,100,000","4,100,000","3,400,000","2,300,000","2,800,000",,,,
