name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
	InterestIncomeNonOperating,"39,000,000","9,000,000","11,000,000","9,000,000","10,000,000","11,000,000","10,000,000","18,000,000","135,000,000","104,000,000","60,000,000","49,000,000","62,000,000","61,000,000","37,000,000","48,000,000","58,000,000","47,000,000","41,000,000","31,000,000","26,000,000","26,000,000","21,000,000","20,000,000","15,000,000","9,000,000","10,000,000","8,000,000","6,000,000","10,000,000","20,000,000","4,000,000","5,000,000","6,000,000","6,000,000","4,000,000","6,000,000",,"11,000,000","2,000,000",,,,,
	InterestExpenseNonOperating,"2,423,000,000","580,000,000","596,000,000","615,000,000","632,000,000","629,000,000","630,000,000","632,000,000","563,000,000","559,000,000","480,000,000","358,000,000","387,000,000","380,000,000","339,000,000","320,000,000","309,000,000","299,000,000","293,000,000","284,000,000","273,000,000","316,000,000","271,000,000","245,000,000","215,000,000","208,000,000","207,000,000","172,000,000","132,000,000","139,000,000","148,000,000","73,000,000","70,000,000","74,000,000","75,000,000","79,000,000","72,000,000",,"10,000,000","0",,,,,
	TotalOtherFinanceCost,,,,,,"618,000,000",,"614,000,000","428,000,000","455,000,000","420,000,000","309,000,000","325,000,000","319,000,000","302,000,000","272,000,000","251,000,000","252,000,000","252,000,000","253,000,000","247,000,000","290,000,000","250,000,000","225,000,000","200,000,000","199,000,000","197,000,000","164,000,000","126,000,000","129,000,000","128,000,000","69,000,000","65,000,000","68,000,000","69,000,000","75,000,000","66,000,000",,,,,,,,
OtherIncomeExpense,"-3,513,000,000","-637,000,000","-423,000,000","-2,769,000,000","316,000,000","-4,942,000,000","-180,000,000","-1,684,000,000","-77,000,000","-566,000,000","-196,000,000","-2,375,000,000","-296,000,000","87,000,000","-151,000,000","-478,000,000","76,000,000","-661,000,000","-358,000,000","-83,000,000","-86,000,000","-110,000,000","-177,000,000","-136,000,000","-312,000,000","10,000,000","-41,000,000","-33,000,000","-292,000,000","-521,000,000","-453,000,000","-29,000,000",,"-76,000,000","-236,000,000","-80,000,000",,"-51,973,000","7,000,000","-132,000,000","-122,097,000","-420,939,000","17,960,000","-155,612,000","-66,114,000"
	GainOnSaleOfSecurity,"-51,000,000","-16,000,000","-12,000,000","-14,000,000","-9,000,000","-17,000,000","-20,000,000","-29,000,000","-5,000,000","-11,000,000","-19,000,000","-6,000,000","-6,000,000","-6,000,000","-2,000,000","-8,000,000","-8,000,000","-320,000,000","-9,000,000","-6,000,000","-13,000,000","10,000,000","4,000,000","-15,000,000","-302,000,000","-2,000,000","-13,000,000","-14,000,000","-164,000,000","-496,000,000","-174,000,000","-5,000,000","-3,000,000","-15,000,000","-11,000,000","-14,000,000","-15,000,000","10,119,000","-6,000,000","-11,000,000","-9,856,000","-2,422,000","6,988,000","12,934,000","12,637,000"
	SpecialIncomeCharges,"-962,000,000","-405,000,000","-390,000,000","-97,000,000","-70,000,000","-300,000,000","-45,000,000","-853,000,000","0","-139,000,000","0","-91,000,000","-155,000,000","-300,000,000","-55,000,000",,"-69,000,000","-312,000,000","0","-15,000,000","0","-40,000,000","-80,000,000","-70,000,000","-10,000,000","0","0","-23,000,000","-127,000,000","-28,000,000","-308,000,000","-16,000,000",,"-48,000,000","-220,000,000","-70,000,000","0","-71,092,000","0","-110,000,000","-112,241,000","-418,517,000","10,972,000","-168,546,000","-78,751,000"
		OtherSpecialCharges,"962,000,000","405,000,000","390,000,000","97,000,000","70,000,000","300,000,000","45,000,000","853,000,000",,"139,000,000",,"91,000,000","155,000,000","300,000,000","55,000,000",,"69,000,000","312,000,000",,"15,000,000",,"40,000,000","80,000,000","70,000,000","10,000,000","0",,"23,000,000","127,000,000","28,000,000","308,000,000","16,000,000",,"48,000,000","220,000,000","70,000,000",,,,"110,000,000",,,,,
	OtherNonOperatingIncomeExpenses,"-2,500,000,000","-216,000,000","-21,000,000","-2,658,000,000","395,000,000","-4,625,000,000","-115,000,000","-802,000,000","-72,000,000","-416,000,000","-177,000,000","-2,278,000,000","-135,000,000","393,000,000","-94,000,000","-470,000,000","153,000,000","-29,000,000","-349,000,000","-62,000,000","-73,000,000","-80,000,000","-101,000,000","-51,000,000",,"12,000,000","-28,000,000","4,000,000","-1,000,000","3,000,000","29,000,000","-8,000,000","3,000,000","-13,000,000","-5,000,000","4,000,000","15,000,000",,"13,000,000","-11,000,000",,,,,
PretaxIncome,"12,989,000,000","4,271,000,000","3,688,000,000","1,163,000,000","3,867,000,000","-1,507,000,000","2,500,000,000","-693,000,000","3,098,000,000","3,074,000,000","2,001,000,000","807,000,000","2,544,000,000","-2,373,000,000","2,761,000,000","2,012,000,000","2,797,000,000","1,193,000,000","2,095,000,000","2,353,000,000","2,086,000,000","1,998,000,000","2,014,000,000","2,096,000,000","1,776,000,000","1,924,000,000","1,647,000,000","1,678,000,000","1,396,000,000","-1,037,000,000","687,000,000","1,433,000,000","1,286,000,000","1,439,000,000","1,286,000,000","1,368,000,000","1,239,000,000","1,712,917,000","1,604,000,000","1,402,000,000","1,005,792,000","1,357,900,000","71,573,000","1,380,732,000","858,322,000"
TaxProvision,"1,440,000,000","226,000,000","508,000,000","394,000,000","312,000,000","-1,545,000,000","187,000,000","46,000,000","88,000,000","273,000,000","117,000,000","66,000,000","88,000,000","-547,000,000","14,000,000","29,000,000","14,000,000","1,141,000,000","464,000,000","438,000,000","375,000,000","607,000,000","416,000,000","486,000,000","422,000,000","407,000,000","408,000,000","312,000,000","374,000,000","-227,000,000","181,000,000","335,000,000","306,000,000","311,000,000","322,000,000","300,000,000","271,000,000","173,275,000","19,000,000","135,000,000","122,514,000","200,337,000","59,238,000","-159,299,000","135,123,000"
NetIncomeCommonStockholders,"11,468,000,000","4,023,000,000","3,158,000,000","749,000,000","3,553,000,000","20,000,000","2,291,000,000","-756,000,000","2,996,000,000","2,788,000,000","1,874,000,000","733,000,000","2,444,000,000","-1,822,000,000","2,735,000,000","1,973,000,000","2,771,000,000","52,000,000","1,623,000,000","1,906,000,000","1,702,000,000","1,384,000,000","1,590,000,000","1,610,000,000","1,354,000,000","1,517,000,000","1,239,000,000","1,366,000,000","1,022,000,000","-810,000,000","506,000,000","1,098,000,000","980,000,000","1,128,000,000","964,000,000","1,068,000,000","968,000,000","1,539,642,000","1,585,000,000","1,267,000,000","883,278,000","1,157,563,000","12,335,000","1,540,031,000","723,199,000"
	NetIncome,"11,542,000,000","4,044,000,000","3,179,000,000","766,000,000","3,553,000,000","36,000,000","2,308,000,000","-738,000,000","3,010,000,000","2,801,000,000","1,884,000,000","741,000,000","2,456,000,000","-1,826,000,000","2,747,000,000","1,983,000,000","2,783,000,000","52,000,000","1,631,000,000","1,915,000,000","1,711,000,000","1,391,000,000","1,598,000,000","1,610,000,000","1,354,000,000","1,517,000,000","1,239,000,000","1,366,000,000","1,022,000,000","-810,000,000","506,000,000","1,098,000,000","980,000,000","1,128,000,000","964,000,000","1,068,000,000","968,000,000","1,539,642,000","1,585,000,000","1,267,000,000","883,278,000","1,157,563,000","12,335,000","1,540,031,000","723,199,000"
		NetIncomeIncludingNoncontrollingInterests,"11,549,000,000","4,045,000,000","3,180,000,000","769,000,000","3,555,000,000","38,000,000","2,313,000,000","-739,000,000","3,010,000,000","2,801,000,000","1,884,000,000","741,000,000","2,456,000,000","-1,826,000,000","2,747,000,000","1,983,000,000","2,783,000,000","52,000,000","1,631,000,000","1,915,000,000","1,711,000,000","1,391,000,000","1,598,000,000","1,610,000,000","1,354,000,000","1,517,000,000","1,239,000,000","1,366,000,000","1,022,000,000","-810,000,000","506,000,000","1,098,000,000","980,000,000","1,128,000,000","964,000,000","1,068,000,000","968,000,000","1,539,642,000","1,585,000,000","1,267,000,000","883,278,000","1,157,563,000","12,335,000","1,540,031,000","723,199,000"
			NetIncomeContinuousOperations,"11,549,000,000","4,045,000,000","3,180,000,000","769,000,000","3,555,000,000","38,000,000","2,313,000,000","-739,000,000","3,010,000,000","2,801,000,000","1,884,000,000","741,000,000","2,456,000,000","-1,826,000,000","2,747,000,000","1,983,000,000","2,783,000,000","52,000,000","1,631,000,000","1,915,000,000","1,711,000,000","1,391,000,000","1,598,000,000","1,610,000,000","1,354,000,000","1,517,000,000","1,239,000,000","1,366,000,000","1,022,000,000","-810,000,000","506,000,000","1,098,000,000","980,000,000","1,128,000,000","964,000,000","1,068,000,000","968,000,000","1,539,642,000","1,585,000,000","1,267,000,000","883,278,000","1,157,563,000","12,335,000","1,540,031,000","723,199,000"
		MinorityInterests,"-7,000,000","-1,000,000","-1,000,000","-3,000,000","-2,000,000","-2,000,000","-5,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"74,000,000","21,000,000","21,000,000","17,000,000",,"16,000,000","17,000,000","18,000,000","14,000,000","13,000,000","10,000,000","8,000,000","12,000,000","-4,000,000","12,000,000","10,000,000","12,000,000","0","8,000,000","9,000,000","9,000,000","7,000,000","8,000,000",,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"11,468,000,000","4,023,000,000","3,158,000,000","749,000,000","3,553,000,000","20,000,000","2,291,000,000","-756,000,000","2,996,000,000","2,788,000,000","1,874,000,000","733,000,000","2,444,000,000","-1,822,000,000","2,735,000,000","1,973,000,000","2,771,000,000","52,000,000","1,623,000,000","1,906,000,000","1,702,000,000","1,384,000,000","1,590,000,000","1,610,000,000","1,354,000,000","1,517,000,000","1,239,000,000","1,366,000,000","1,022,000,000","-810,000,000","506,000,000","1,098,000,000","980,000,000","1,128,000,000","964,000,000","1,068,000,000","968,000,000","1,539,642,000","1,585,000,000","1,267,000,000","883,278,000","1,157,563,000","12,335,000","1,540,031,000","723,199,000"
BasicEPS,,"2.287","1.798","0.433","2.013","0.02","1.307","-0.418","2.038","1.894","1.274","0.501","1.661","-1.235","1.826","1.31","1.754","0.033","1.022","1.202","1.075","0.873","0.983","0.989","0.837","0.942","0.758","0.825","0.642","-0.509","0.318","0.69","0.616","0.711","0.606","0.674","0.611",,"1.003","0.802","0.559",,,,"0.458"
DilutedEPS,,"2.26","1.78","0.42","1.99","0.01","1.29","-0.46","2.02","1.88","1.26","0.49","1.65","-1.235","1.81","1.26","1.74","0.03","1.01","1.19","1.06","0.85","0.97","0.98","0.83","0.92","0.74","0.825","0.63","-0.51","0.31","0.68","0.61","0.7","0.6","0.66","0.6",,"1.003","0.802","0.559",,,,"0.458"
BasicAverageShares,,"1,768,337,696","1,767,806,892","1,767,025,550","1,765,663,307","1,765,132,819","1,765,294,630","1,764,283,129","1,476,674,661","1,478,911,462","1,478,782,106","1,478,370,551","1,478,237,817","1,478,824,398","1,504,160,311","1,514,127,908","1,586,769,969","1,592,131,025","1,596,123,191","1,593,720,873","1,591,365,972","1,592,512,724","1,624,907,594","1,628,542,359","1,617,358,607","1,609,892,935","1,634,746,917","1,655,276,338","1,593,076,097","1,591,389,331","1,593,265,381","1,591,699,124","1,590,066,459","1,587,360,562","1,590,861,812","1,585,428,724","1,583,729,114",,"1,580,000,000","1,580,000,000","1,580,000,000",,,,"1,580,000,000"
DilutedAverageShares,,"1,778,000,000","1,777,000,000","1,776,000,000","1,775,000,000","1,776,000,000","1,774,000,000","1,764,283,129","1,484,000,000","1,485,000,000","1,483,000,000","1,484,000,000","1,483,000,000","1,496,000,000","1,515,000,000","1,572,000,000","1,596,000,000","1,602,000,000","1,603,000,000","1,600,000,000","1,603,000,000","1,623,000,000","1,640,000,000","1,632,000,000","1,625,000,000","1,640,000,000","1,664,000,000","1,655,276,338","1,608,000,000","1,597,000,000","1,610,000,000","1,608,000,000","1,609,000,000","1,608,000,000","1,605,000,000","1,609,000,000","1,605,000,000",,"1,580,000,000","1,580,000,000","1,580,000,000",,,,"1,580,000,000"
TotalOperatingIncomeAsReported,"17,924,000,000","5,074,000,000","4,306,000,000","4,441,000,000","4,103,000,000","3,753,000,000","3,255,000,000","752,000,000","3,603,000,000","3,956,000,000","2,617,000,000","3,400,000,000","3,010,000,000","-2,441,000,000","3,159,000,000","2,762,000,000","2,903,000,000","1,794,000,000","2,705,000,000","2,674,000,000","2,419,000,000","2,358,000,000","2,361,000,000","2,387,000,000","2,278,000,000","2,113,000,000","1,885,000,000","1,852,000,000","1,687,000,000","-415,000,000","960,000,000","1,515,000,000","1,351,000,000","1,535,000,000","1,371,000,000","1,453,000,000","1,305,000,000","1,820,890,000","1,596,000,000","1,422,000,000","977,889,000","1,378,839,000","53,613,000","1,363,844,000","824,436,000"
TotalExpenses,"37,311,000,000","9,407,000,000","9,646,000,000","9,421,000,000","8,837,000,000","9,805,000,000","9,602,000,000","8,820,000,000","5,016,000,000","4,609,000,000","5,862,000,000","4,764,000,000","4,663,000,000","10,446,000,000","5,022,000,000","5,516,000,000","4,962,000,000","5,633,000,000","4,290,000,000","4,255,000,000","4,119,000,000","4,398,000,000","3,991,000,000","3,995,000,000","3,670,000,000","4,287,000,000","4,059,000,000","3,600,000,000","3,226,000,000","5,839,000,000","3,751,000,000","3,395,000,000","3,212,000,000","3,528,000,000","3,067,000,000","3,169,000,000","3,024,000,000","3,356,905,000","2,912,000,000","2,961,000,000","3,045,059,000","3,085,224,000","4,355,068,000","2,738,101,000","2,972,326,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"11,542,000,000","4,044,000,000","3,179,000,000","766,000,000","3,553,000,000","36,000,000","2,308,000,000","-738,000,000","3,010,000,000","2,801,000,000","1,884,000,000","741,000,000","2,456,000,000","-1,826,000,000","2,747,000,000","1,983,000,000","2,783,000,000","52,000,000","1,631,000,000","1,915,000,000","1,711,000,000","1,391,000,000","1,598,000,000","1,610,000,000","1,354,000,000","1,517,000,000","1,239,000,000","1,366,000,000","1,022,000,000","-810,000,000","506,000,000","1,098,000,000","980,000,000","1,128,000,000","964,000,000","1,068,000,000","968,000,000","1,539,642,000","1,585,000,000","1,267,000,000","883,278,000","1,157,563,000","12,335,000","1,540,031,000","723,199,000"
NormalizedIncome,"12,442,557,000","4,442,722,781.55","3,524,720,000","839,260,000","3,625,680,000","267,410,000","2,368,450,000","-94,140,000","3,014,850,000","2,937,678,594.665","1,901,860,000","830,240,000","2,612,170,000","-1,590,536,030.341","2,803,430,000","1,990,840,000","2,859,230,000","431,200,000","1,638,020,000","1,932,010,000","1,721,660,000","1,411,885,885.886","1,658,040,000","1,675,450,000","1,591,120,000","1,518,576,923.077","1,248,750,000","1,395,970,000","1,234,430,000","-400,703,953.713","861,234,000","1,114,086,000","982,286,000","1,177,384,294.649","1,137,250,000","1,133,604,000","979,715,000","1,594,447,102.446","1,590,928,000","1,376,384,000","990,502,549.376","1,516,399,005.344","661,000","1,641,178,800","778,904,875.751"
InterestIncome,"39,000,000","9,000,000","11,000,000","9,000,000","10,000,000","11,000,000","10,000,000","18,000,000","135,000,000","104,000,000","60,000,000","49,000,000","62,000,000","61,000,000","37,000,000","48,000,000","58,000,000","47,000,000","41,000,000","31,000,000","26,000,000","26,000,000","21,000,000","20,000,000","15,000,000","9,000,000","10,000,000","8,000,000","6,000,000","10,000,000","20,000,000","4,000,000","5,000,000","6,000,000","6,000,000","4,000,000","6,000,000",,"11,000,000","2,000,000",,,,,
InterestExpense,"2,423,000,000","580,000,000","596,000,000","615,000,000","632,000,000","629,000,000","630,000,000","632,000,000","563,000,000","559,000,000","480,000,000","358,000,000","387,000,000","380,000,000","339,000,000","320,000,000","309,000,000","299,000,000","293,000,000","284,000,000","273,000,000","316,000,000","271,000,000","245,000,000","215,000,000","208,000,000","207,000,000","172,000,000","132,000,000","139,000,000","148,000,000","73,000,000","70,000,000","74,000,000","75,000,000","79,000,000","72,000,000",,"10,000,000","0",,,,,
NetInterestIncome,"-2,384,000,000","-571,000,000","-585,000,000","-606,000,000","-622,000,000","-618,000,000","-620,000,000","-614,000,000","-428,000,000","-455,000,000","-420,000,000","-309,000,000","-325,000,000","-319,000,000","-302,000,000","-272,000,000","-251,000,000","-252,000,000","-252,000,000","-253,000,000","-247,000,000","-290,000,000","-250,000,000","-225,000,000","-200,000,000","-199,000,000","-197,000,000","-164,000,000","-126,000,000","-129,000,000","-128,000,000","-69,000,000","-65,000,000","-68,000,000","-69,000,000","-75,000,000","-66,000,000",,"1,000,000","2,000,000",,,,,
EBIT,"15,412,000,000","4,851,000,000","4,284,000,000","1,778,000,000","4,499,000,000","-878,000,000","3,130,000,000","-61,000,000","3,661,000,000","3,633,000,000","2,481,000,000","1,165,000,000","2,931,000,000","-1,993,000,000","3,100,000,000","2,332,000,000","3,106,000,000","1,492,000,000","2,388,000,000","2,637,000,000","2,359,000,000","2,314,000,000","2,285,000,000","2,341,000,000","1,991,000,000","2,132,000,000","1,854,000,000","1,850,000,000","1,528,000,000","-898,000,000","835,000,000","1,506,000,000","1,356,000,000","1,513,000,000","1,361,000,000","1,447,000,000","1,311,000,000","1,572,890,000","1,614,000,000","1,402,000,000","1,127,889,000","1,778,839,000","53,613,000","1,536,344,000","924,436,000"
EBITDA,"23,933,000,000"
ReconciledCostOfRevenue,"17,446,000,000","4,320,000,000","4,390,000,000","4,523,000,000","4,213,000,000","4,684,000,000","5,050,000,000","3,711,000,000","1,942,000,000","2,006,000,000","1,920,000,000","1,819,000,000","1,694,000,000","2,022,000,000","1,835,000,000","1,934,000,000","1,927,000,000","2,280,000,000","1,616,000,000","1,528,000,000","1,616,000,000","1,555,000,000","1,504,000,000","1,405,000,000","1,369,000,000","1,475,000,000","1,167,000,000","916,000,000","942,000,000","1,119,000,000","1,094,000,000","1,113,000,000","1,100,000,000","1,282,000,000","1,092,000,000","1,054,000,000","1,153,000,000","1,265,327,000","1,014,000,000","1,073,000,000","1,156,167,000","1,176,063,000","1,148,681,000","1,107,338,000","1,207,311,000"
ReconciledDepreciation,"8,521,000,000","1,979,000,000","2,127,000,000","2,200,000,000","2,215,000,000","2,065,000,000","2,292,000,000","1,555,000,000","559,000,000","509,000,000","503,000,000","502,000,000","503,000,000","442,000,000","435,000,000","443,000,000","445,000,000","369,000,000","379,000,000","379,000,000","374,000,000","328,000,000","304,000,000","289,000,000","268,000,000","261,000,000","227,000,000","190,000,000","158,000,000","193,000,000","192,000,000","202,000,000","199,000,000","200,000,000","234,000,000","236,000,000","227,000,000","308,860,000","226,805,000","295,094,000","319,241,000","324,876,000","315,233,000","317,610,000","314,475,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"11,542,000,000","4,044,000,000","3,179,000,000","766,000,000","3,553,000,000","36,000,000","2,308,000,000","-738,000,000","3,010,000,000","2,801,000,000","1,884,000,000","741,000,000","2,456,000,000","-1,826,000,000","2,747,000,000","1,983,000,000","2,783,000,000","52,000,000","1,631,000,000","1,915,000,000","1,711,000,000","1,391,000,000","1,598,000,000","1,610,000,000","1,354,000,000","1,517,000,000","1,239,000,000","1,366,000,000","1,022,000,000","-810,000,000","506,000,000","1,098,000,000","980,000,000","1,128,000,000","964,000,000","1,068,000,000","968,000,000","1,539,642,000","1,585,000,000","1,267,000,000","883,278,000","1,157,563,000","12,335,000","1,540,031,000","723,199,000"
TotalUnusualItemsExcludingGoodwill,"-1,013,000,000","-421,000,000","-402,000,000","-111,000,000","-79,000,000","-317,000,000","-65,000,000","-882,000,000","-5,000,000","-150,000,000","-19,000,000","-97,000,000","-161,000,000","-306,000,000","-57,000,000","-8,000,000","-77,000,000","-632,000,000","-9,000,000","-21,000,000","-13,000,000","-30,000,000","-76,000,000","-85,000,000","-312,000,000","-2,000,000","-13,000,000","-37,000,000","-291,000,000","-524,000,000","-482,000,000","-21,000,000","-3,000,000","-63,000,000","-231,000,000","-84,000,000","-15,000,000","-60,973,000","-6,000,000","-121,000,000","-122,097,000","-420,939,000","17,960,000","-155,612,000","-66,114,000"
