name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
PretaxIncome,"5,819,300,000","1,497,300,000","1,726,500,000","1,415,600,000","1,179,900,000","1,034,300,000","1,056,100,000","782,400,000","621,300,000","523,300,000","660,100,000","626,700,000","462,800,000","375,700,000","607,700,000","616,200,000","444,800,000","391,200,000","485,600,000","444,500,000","353,900,000","318,100,000","433,100,000","378,600,000","300,500,000","241,300,000","338,800,000","333,800,000","230,100,000","220,700,000","250,800,000","171,800,000","201,900,000","189,700,000","202,700,000","205,100,000","142,100,000","107,900,000","99,200,000","72,200,000","42,300,000","29,200,000","33,900,000","28,900,000","-30,800,000","-19,900,000","-1,700,000","46,300,000","12,100,000","42,800,000","-226,100,000","-161,900,000","-103,000,000","-61,300,000","-1,165,200,000","-379,100,000","-884,600,000","-202,900,000","-100,200,000","-1,111,400,000","83,400,000","176,900,000","445,800,000","472,200,000","569,000,000","500,100,000","904,400,000","604,400,000","478,000,000","391,800,000","565,881,000","408,611,000","306,596,000","301,812,000","372,141,000","250,910,000","206,186,000","178,925,000","218,229,000","169,503,000","142,290,000","117,485,000","138,822,000","110,085,000","82,529,000","76,361,000","99,493,000","77,527,000","63,603,000","68,600,000","81,700,000","73,300,000","54,600,000","54,300,000","57,600,000","38,900,000","19,200,000","17,800,000","22,000,000","16,200,000","10,600,000","11,200,000","15,700,000","12,000,000","8,000,000","8,700,000","11,000,000","9,400,000","6,000,000","6,000,000","9,700,000","7,300,000","5,800,000","5,800,000","4,800,000","2,600,000","5,000,000","3,200,000","3,800,000","2,200,000",,,,
TaxProvision,"1,277,500,000","351,500,000","381,000,000","299,100,000","246,000,000","239,100,000","224,900,000","149,500,000","137,300,000","90,800,000","156,200,000","153,100,000","108,400,000","89,000,000","138,800,000","162,500,000","94,000,000","202,400,000","172,300,000","155,500,000","124,700,000","111,200,000","149,400,000","128,800,000","105,400,000","83,600,000","99,900,000","112,400,000","82,200,000","78,200,000","84,600,000","58,700,000","70,900,000","66,500,000","63,200,000","59,100,000","31,100,000","41,600,000","-900,000","-715,600,000","1,700,000","1,500,000","-1,900,000","200,000","-58,600,000","500,000","7,100,000","-4,200,000","700,000","-149,200,000","5,800,000","-19,600,000","5,600,000","1,300,000","-365,400,000","20,200,000","421,000,000","-74,100,000","-50,000,000","-287,600,000","31,700,000","67,200,000","168,100,000","179,400,000","216,200,000","190,000,000","340,600,000","232,700,000","184,000,000","150,800,000","216,248,000","157,315,000","118,039,000","116,198,000","141,414,000","95,345,000","78,351,000","67,097,000","81,836,000","63,563,000","53,359,000","44,057,000","52,058,000","41,282,000","30,948,000","28,636,000","37,807,000","29,460,000","24,169,000","26,100,000","32,300,000","28,900,000","21,200,000","21,600,000","25,100,000","15,800,000","7,500,000","7,000,000","9,100,000","6,400,000","3,900,000","4,400,000","6,300,000","4,600,000","2,900,000","3,300,000","4,400,000","3,300,000","2,100,000","2,200,000","4,000,000","2,600,000","2,100,000","2,200,000","1,600,000","900,000","1,700,000","1,100,000","1,400,000","800,000",,,,
NetIncomeCommonStockholders,"4,525,600,000","1,141,600,000","1,339,000,000","1,115,500,000","929,500,000","791,800,000","829,000,000","630,700,000","482,700,000","431,300,000","505,300,000","474,800,000","351,300,000","287,200,000","466,200,000","453,800,000","351,000,000","189,300,000","313,300,000","289,000,000","229,200,000","206,900,000","283,700,000","249,800,000","195,100,000","157,700,000","238,900,000","221,400,000","147,900,000","142,500,000","166,200,000","113,100,000","131,000,000","123,200,000","139,500,000","146,000,000","111,000,000","66,300,000","100,100,000","787,800,000","40,600,000","27,700,000","35,800,000","28,700,000","27,800,000","-20,400,000","-8,800,000","50,500,000","11,400,000","192,000,000","-231,900,000","-142,300,000","-108,600,000","-62,600,000","-799,800,000","-399,300,000","-1,305,600,000","-128,800,000","-50,200,000","-823,800,000","51,700,000","109,700,000","277,700,000","292,800,000","352,800,000","310,100,000","563,800,000","371,700,000","294,000,000","241,000,000","349,633,000","251,296,000","188,557,000","185,614,000","230,727,000","155,565,000","127,835,000","111,828,000","136,393,000","105,940,000","88,931,000","73,428,000","86,764,000","68,803,000","51,581,000","49,861,000","61,686,000","48,067,000","39,434,000","42,500,000","49,400,000","44,400,000","33,400,000","32,700,000","32,500,000","23,100,000","11,700,000","10,800,000","12,900,000","9,800,000","6,700,000","6,800,000","9,400,000","7,400,000","5,100,000","5,400,000","6,600,000","6,100,000","3,900,000","3,800,000","5,700,000","4,700,000","3,700,000","3,600,000","3,200,000","1,700,000","3,300,000","2,100,000","2,400,000","1,400,000","2,300,000","2,000,000","900,000","600,000"
	NetIncome,"4,525,600,000","1,141,600,000","1,339,000,000","1,115,500,000","929,500,000","791,800,000","829,000,000","630,700,000","482,700,000","431,300,000","505,300,000","474,800,000","351,300,000","287,200,000","466,200,000","453,800,000","351,000,000","189,300,000","313,300,000","289,000,000","229,200,000","206,900,000","283,700,000","249,800,000","195,100,000","157,700,000","238,900,000","221,400,000","147,900,000","142,500,000","166,200,000","113,100,000","131,000,000","123,200,000","139,500,000","146,000,000","111,000,000","66,300,000","100,100,000","787,800,000","40,600,000","27,700,000","35,800,000","28,700,000","27,800,000","-20,400,000","-8,800,000","50,500,000","11,400,000","192,000,000","-231,900,000","-142,300,000","-108,600,000","-62,600,000","-799,800,000","-399,300,000","-1,305,600,000","-128,800,000","-50,200,000","-823,800,000","51,700,000","109,700,000","277,700,000","292,800,000","352,800,000","310,100,000","563,800,000","371,700,000","294,000,000","241,000,000","349,633,000","251,296,000","188,557,000","185,614,000","230,727,000","155,565,000","127,835,000","111,828,000","136,393,000","105,940,000","88,931,000","73,428,000","86,764,000","68,803,000","51,581,000","49,861,000","61,686,000","48,067,000","39,434,000","42,500,000","49,400,000","44,400,000","33,400,000","32,700,000","32,500,000","23,100,000","11,700,000","10,800,000","12,900,000","9,800,000","6,700,000","6,800,000","9,400,000","7,400,000","5,100,000","5,400,000","6,600,000","6,100,000","3,900,000","3,800,000","5,700,000","4,700,000","3,700,000","3,600,000","3,200,000","1,700,000","3,300,000","2,100,000","2,400,000","1,400,000","2,300,000","2,000,000","900,000","600,000"
		NetIncomeIncludingNoncontrollingInterests,"4,541,800,000","1,145,800,000","1,345,500,000","1,116,500,000","933,900,000","795,200,000","831,200,000","632,900,000","484,000,000","432,500,000","503,900,000","473,600,000","354,400,000","286,700,000","468,900,000","453,700,000","350,800,000","188,800,000","313,300,000","289,000,000","229,200,000","206,900,000","283,700,000","249,800,000","195,100,000","157,700,000","238,900,000","221,400,000","147,900,000","142,500,000","166,200,000","113,100,000","131,000,000","123,200,000","139,500,000","146,000,000","111,000,000","66,300,000","100,100,000","787,800,000","40,600,000","27,700,000","35,800,000","28,700,000","27,800,000","-20,400,000","-8,800,000","50,500,000","11,400,000","192,000,000","-231,900,000","-142,300,000","-108,600,000","-62,600,000","-799,800,000","-399,300,000","-1,305,600,000","-128,800,000","-50,200,000","-823,800,000","51,700,000","109,700,000","277,700,000","292,800,000","352,800,000","310,100,000","563,800,000","371,700,000","294,000,000","241,000,000","349,633,000","251,296,000","188,557,000","185,614,000","230,727,000","155,565,000","127,835,000","111,828,000","136,393,000","105,940,000","88,931,000","73,428,000","86,764,000","68,803,000","51,581,000","49,861,000","61,686,000","48,067,000","39,434,000","42,500,000","49,400,000","44,400,000","33,400,000","32,700,000","32,500,000","23,100,000","11,700,000","10,800,000","12,900,000","9,800,000","6,700,000","6,800,000","9,400,000","7,400,000","5,100,000","5,400,000","6,600,000","6,100,000","3,900,000","3,800,000","5,700,000","4,700,000","3,700,000","3,600,000","3,200,000","1,700,000","3,300,000","2,100,000","2,400,000","1,400,000","2,300,000","2,000,000","900,000","600,000"
			NetIncomeContinuousOperations,"4,541,800,000","1,145,800,000","1,345,500,000","1,116,500,000","933,900,000","795,200,000","831,200,000","632,900,000","484,000,000","432,500,000","503,900,000","473,600,000","354,400,000","286,700,000","468,900,000","453,700,000","350,800,000","188,800,000","313,300,000","289,000,000","229,200,000","206,900,000","283,700,000","249,800,000","195,100,000","157,700,000","238,900,000","221,400,000","147,900,000","142,500,000","166,200,000","113,100,000","131,000,000","123,200,000","139,500,000","146,000,000","111,000,000","66,300,000","100,100,000","787,800,000","40,600,000","27,700,000","35,800,000","28,700,000","27,800,000","-20,400,000","-8,800,000","50,500,000","11,400,000","192,000,000","-231,900,000","-142,300,000","-108,600,000","-62,600,000","-799,800,000","-399,300,000","-1,305,600,000","-128,800,000","-50,200,000","-823,800,000","51,700,000","109,700,000","277,700,000","292,800,000","352,800,000","310,100,000","563,800,000","371,700,000","294,000,000","241,000,000","349,633,000","251,296,000","188,557,000","185,614,000","230,727,000","155,565,000","127,835,000","111,828,000","136,393,000","105,940,000","88,931,000","73,428,000","86,764,000","68,803,000","51,581,000","47,725,000","61,686,000","48,067,000","39,434,000","42,500,000","49,400,000","44,400,000","33,400,000","32,700,000","32,500,000","23,100,000","11,700,000","10,800,000","12,900,000","9,800,000","6,700,000","6,800,000","9,400,000","7,400,000","5,100,000","5,400,000","6,600,000","6,100,000","3,900,000","3,800,000","5,700,000","4,700,000","3,700,000","3,600,000","3,200,000","1,700,000","3,300,000","2,100,000","2,400,000","1,400,000","2,300,000","2,000,000","900,000","600,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"2,136,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-16,200,000","-4,200,000","-6,500,000","-1,000,000","-4,400,000","-3,400,000","-2,200,000","-2,200,000","-1,300,000","-1,200,000","1,400,000","1,200,000","-3,100,000","500,000","-2,700,000","100,000","200,000","500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"4,525,600,000","1,141,600,000","1,339,000,000","1,115,500,000","929,500,000","791,800,000","829,000,000","630,700,000","482,700,000","431,300,000","505,300,000","474,800,000","351,300,000","287,200,000","466,200,000","453,800,000","351,000,000","189,300,000","313,300,000","289,000,000","229,200,000","206,900,000","283,700,000","249,800,000","195,100,000","157,700,000","238,900,000","221,400,000","147,900,000","142,500,000","166,200,000","113,100,000","131,000,000","123,200,000","139,500,000","146,000,000","111,000,000","66,300,000","100,100,000","787,800,000","40,600,000","27,700,000","35,800,000","28,700,000","27,800,000","-20,400,000","-8,800,000","50,500,000","11,400,000","192,000,000","-231,900,000","-142,300,000","-108,600,000","-62,600,000","-799,800,000","-399,300,000","-1,305,600,000","-128,800,000","-50,200,000","-823,800,000","51,700,000","109,700,000","277,700,000","292,800,000","352,800,000","310,100,000","563,800,000","371,700,000","294,000,000","241,000,000","349,633,000","251,296,000","188,557,000","185,614,000","230,727,000","155,565,000","127,835,000","111,828,000","136,393,000","105,940,000","88,931,000","73,428,000","86,764,000","68,803,000","51,581,000","49,861,000","61,686,000","48,067,000","39,434,000","42,500,000","49,400,000","44,400,000","33,400,000","32,700,000","32,500,000","23,100,000","11,700,000","10,800,000","12,900,000","9,800,000","6,700,000","6,800,000","9,400,000","7,400,000","5,100,000","5,400,000","6,600,000","6,100,000","3,900,000","3,800,000","5,700,000","4,700,000","3,700,000","3,600,000","3,200,000","1,700,000","3,300,000","2,100,000","2,400,000","1,400,000","2,300,000","2,000,000","900,000","600,000"
BasicEPS,,"3.21","3.74","3.1","2.57","2.17","2.28","1.73","1.32","1.17","1.37","1.28","0.94","0.77","1.24","1.2","0.93","0.5","0.84","0.77","0.61","0.55","0.76","0.67","0.53","0.43","0.65","0.6","0.4","0.39","0.46","0.32","0.4","0.38","0.43","0.45","0.35","0.21","0.31","2.47","0.13","0.09","0.11","0.09","0.09","-0.06",,"0.16","0.04","0.6",,"-0.45","-0.34","-0.2",,"-1.26","-4.14","-0.41",,"-2.62","0.16","0.35",,"0.94","1.13","0.99",,"1.19","0.94","0.773",,"0.81","0.608","0.4",,"0.535","0.435","0.38",,"0.36","0.23","0.317",,"0.303","0.227","0.222",,"0.215","0.176","0.187",,"0.052","0.04","0.041",,"0.033","0.024","0.022",,"0.02","0.015","0.016",,"0.017","0.011","0.015",,"0.01","0.007","0.006",,"0.008","0.006","0.006","0.005","0.002",,"0.003","0.005","0.002",,"0.004","0.002","0.002"
DilutedEPS,,"3.17","3.7","3.06","2.53","2.14","2.24","1.72","1.3","1.16","1.35","1.26","0.93","0.76","1.22","1.18","0.91","0.49","0.82","0.76","0.6","0.55","0.75","0.66","0.52","0.42","0.64","0.6","0.4","0.39","0.45","0.308","0.358","0.338","0.4","0.399","0.304","0.182","0.3","2.22","0.13","0.09","0.11","0.09","0.09","-0.06",,"0.16","0.04","0.56",,"-0.45","-0.34","-0.2",,"-1.26","-4.14","-0.41",,"-2.62","0.16","0.35",,"0.93","1.11","0.98",,"1.17","0.92","0.758",,"0.795","0.6","0.39",,"0.495","0.43","0.375",,"0.335","0.213","0.313",,"0.297","0.223","0.219",,"0.212","0.174","0.185",,"0.052","0.039","0.039",,"0.03","0.024","0.021",,"0.02","0.015","0.016",,"0.017","0.011","0.015",,"0.01","0.007","0.006",,"0.008","0.006","0.006","0.005","0.002",,"0.003","0.005","0.002",,"0.004","0.002","0.002"
BasicAverageShares,,"356,100,000","357,900,000","359,700,000","362,300,000","364,400,000","364,100,000","363,800,000","365,800,000","368,300,000","369,700,000","372,300,000","373,300,000","375,100,000","376,700,000","377,400,000","376,800,000","375,800,000","374,700,000","374,800,000","374,400,000","373,300,000","372,800,000","371,800,000","370,200,000","369,300,000","367,700,000","366,800,000","365,800,000","364,900,000","364,500,000","349,700,000","324,300,000","323,100,000","322,900,000","322,600,000","321,700,000","321,100,000","319,600,000","318,800,000","317,000,000","316,300,000","316,000,000","318,700,000","319,300,000","319,100,000",,"318,200,000","318,100,000","317,700,000",,"316,900,000","316,800,000","313,000,000",,"316,904,762","315,362,319","314,146,341",,"314,427,481","323,125,000","313,428,571",,"311,489,362","312,212,389","312,900,000",,"312,352,941","312,765,957","311,325,550",,"310,734,898","310,409,572","464,558,385",,"291,984,700","292,646,683","293,038,673",,"294,270,421","231,872,098","231,872,098",,"226,817,406","227,557,546","224,368,891",,"224,393,333","224,451,406","227,395,019",,"227,877,758","223,166,525","223,166,525",,"193,639,657","135,928,866","135,576,798",,"135,141,241","133,714,805","117,657,413",,"126,762,391","117,291,303","92,287,777",,"107,355,911","99,343,656","98,995,669",,"98,955,379","92,684,359","98,255,749","97,951,723","97,717,289",,"96,768,581","96,750,264","96,750,264",,"487,753,816","365,793,030","365,815,362"
DilutedAverageShares,,"360,100,000","362,100,000","364,000,000","367,200,000","370,000,000","369,500,000","367,700,000","370,100,000","373,400,000","374,800,000","376,900,000","377,700,000","380,100,000","382,700,000","383,400,000","383,900,000","383,800,000","380,000,000","379,400,000","378,900,000","377,400,000","377,300,000","375,900,000","373,700,000","373,500,000","371,500,000","370,300,000","369,400,000","368,100,000","367,600,000","367,800,000","366,300,000","364,400,000","364,400,000","365,600,000","365,400,000","364,100,000","362,800,000","360,000,000","318,300,000","316,500,000","316,200,000","319,000,000","319,900,000","319,100,000",,"319,100,000","319,000,000","356,100,000",,"316,900,000","316,800,000","313,000,000",,"316,904,762","315,362,319","314,146,341",,"314,427,481","323,125,000","313,428,571",,"314,838,710","317,837,838","317,600,000",,"317,692,308","319,565,217","317,058,740",,"316,109,430","316,120,096","473,418,164",,"314,944,126","296,428,589","296,998,574",,"316,230,900","234,338,822","234,338,822",,"231,914,427","230,953,928","227,442,437",,"226,200,878","225,997,620","229,213,454",,"227,877,758","223,166,525","223,166,525",,"193,639,657","135,928,866","135,576,798",,"135,141,241","133,714,805","117,657,413",,"126,762,391","117,291,303","92,287,777",,"107,355,911","99,343,656","98,995,669",,"98,955,379","92,684,359","98,255,749","97,951,723","97,717,289",,"96,768,581","96,750,264","96,750,264",,"487,753,816","365,793,030","365,815,362"
TotalExpenses,"23,108,600,000","5,571,600,000","6,396,200,000","5,868,300,000","5,272,400,000","4,918,400,000","5,351,200,000","4,612,200,000","3,917,600,000","3,540,000,000","4,387,000,000","4,311,600,000","3,700,900,000","3,153,900,000","3,916,000,000","3,832,100,000","3,362,500,000","2,964,300,000","3,680,000,000","3,335,600,000","2,905,100,000","2,593,800,000","3,303,100,000","2,859,800,000","2,478,500,000","2,181,600,000","2,832,000,000","2,624,200,000","2,175,100,000","2,090,200,000","2,228,200,000","1,981,200,000","1,537,900,000","1,486,800,000","1,664,600,000","1,494,200,000","1,292,300,000","1,168,800,000","1,237,700,000","1,075,800,000","943,900,000","874,900,000","1,050,300,000","963,600,000","769,700,000","794,700,000","939,700,000","1,335,900,000","883,700,000","1,067,700,000","1,233,800,000","1,074,900,000","860,000,000","966,800,000","2,856,100,000","1,834,100,000","2,533,900,000","1,949,600,000","3,223,600,000","3,279,900,000","2,579,100,000","2,707,500,000","4,435,800,000","3,202,600,000","3,029,200,000","2,409,400,000","4,197,500,000","2,771,200,000","2,408,300,000","2,137,500,000","2,951,597,000","2,392,309,000","2,025,061,000","1,908,333,000","2,485,343,000","1,960,146,000","1,705,925,000","1,569,728,000","1,941,938,000","1,637,228,000","1,459,457,000","1,040,345,000","1,379,406,000","1,004,432,000","817,338,000","805,366,000","984,885,000","880,312,000","734,477,000","737,300,000","869,000,000","767,000,000","642,200,000","604,700,000","624,900,000","561,400,000","257,400,000","212,900,000","260,100,000","233,000,000","148,600,000","133,100,000","153,500,000","131,500,000","106,000,000","112,000,000","121,400,000","110,900,000","81,100,000","90,900,000","114,500,000","100,700,000","76,900,000","73,200,000","59,700,000","42,500,000","53,400,000","42,700,000","42,100,000","30,300,000",,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"4,525,600,000","1,141,600,000","1,339,000,000","1,115,500,000","929,500,000","791,800,000","829,000,000","630,700,000","482,700,000","431,300,000","505,300,000","474,800,000","351,300,000","287,200,000","466,200,000","453,800,000","351,000,000","189,300,000","313,300,000","289,000,000","229,200,000","206,900,000","283,700,000","249,800,000","195,100,000","157,700,000","238,900,000","221,400,000","147,900,000","142,500,000","166,200,000","113,100,000","131,000,000","123,200,000","139,500,000","146,000,000","111,000,000","66,300,000","100,100,000","787,800,000","40,600,000","27,700,000","35,800,000","28,700,000","27,800,000","-20,400,000","-8,800,000","50,500,000","11,400,000","192,000,000","-231,900,000","-142,300,000","-108,600,000","-62,600,000","-799,800,000","-399,300,000","-1,305,600,000","-128,800,000","-50,200,000","-823,800,000","51,700,000","109,700,000","277,700,000","292,800,000","352,800,000","310,100,000","563,800,000","371,700,000","294,000,000","241,000,000","349,633,000","251,296,000","188,557,000","185,614,000","230,727,000","155,565,000","127,835,000","111,828,000","136,393,000","105,940,000","88,931,000","73,428,000","86,764,000","68,803,000","51,581,000","47,725,000","61,686,000","48,067,000","39,434,000","42,500,000","49,400,000","44,400,000","33,400,000","32,700,000","32,500,000","23,100,000","11,700,000","10,800,000","12,900,000","9,800,000","6,700,000","6,800,000","9,400,000","7,400,000","5,100,000","5,400,000","6,600,000","6,100,000","3,900,000","3,800,000","5,700,000","4,700,000","3,700,000","3,600,000","3,200,000","1,700,000","3,300,000","2,100,000","2,400,000","1,400,000","2,300,000","2,000,000","900,000","600,000"
NormalizedIncome,"4,539,726,540.993","1,141,600,000","1,339,000,000","1,129,780,900","929,500,000","781,034,000","829,000,000","630,700,000","460,498,500","405,611,400","505,300,000","457,714,400","328,856,200","285,674,000","462,882,129.34","453,800,000","350,132,100","189,300,000","313,300,000","289,000,000","229,200,000","206,900,000","283,700,000","249,800,000","195,100,000","157,700,000","238,900,000","221,400,000","147,900,000","142,500,000","166,200,000","113,100,000","131,000,000","123,200,000","139,500,000","146,000,000","111,000,000","66,300,000","97,565,000","786,110,000","37,528,605.201","25,518,150.685","35,800,000","27,508,304.498","27,345,000","-20,920,000","-11,725,000","54,790,000","8,290,909.091","194,015,000","-234,240,000","-140,805,806.053","-108,600,000","-69,425,000","-746,740,834.192","-399,885,000","-1,306,770,000","-129,879,152.292","4,660,000","-508,407,791.974","44,757,074.341","99,529,960.43","268,916,756.393","283,064,803.05","341,019,332.162","298,256,548.69","553,077,576.294","365,857,594.308","286,496,234.31","233,864,726.901","344,178,566.782","243,831,738.02","188,181,849.085","181,232,133.971","230,413,280.571","154,260,513.292","124,702,147.842","107,994,879.285","141,034,870.746","105,394,996.785","85,653,509.214","57,556,777.018","97,957,157.252","70,552,996.821","54,375,395.316","48,911,234.465","60,346,792.619","46,549,851.794","38,234,915.743","41,384,839.65","48,190,697.674","43,430,832.196","32,482,417.582","31,555,801.105","31,720,000","28,380,000","11,273,437.5","10,375,280.899","12,480,000","9,316,049.383","6,447,169.811","6,375,000","9,100,000","7,153,333.333","4,972,500","5,151,724.138","6,420,000","5,970,212.766","3,900,000","3,800,000","5,640,000","4,571,232.877","3,636,206.897","3,537,931.034","3,133,333.333","1,700,000","3,168,000","2,034,375","2,273,684.211","1,272,727.273","2,300,000","2,000,000","900,000","600,000"
InterestIncome,,,,,,,,,,,,,,,,,,,"3,300,000","2,400,000","5,300,000","3,600,000","6,300,000","2,700,000","1,500,000","3,100,000","3,700,000","3,300,000","2,700,000","2,800,000","2,700,000","2,900,000","2,000,000","2,600,000","2,800,000","2,700,000","2,600,000","2,500,000","2,600,000","2,200,000","2,500,000","3,000,000","2,900,000","2,500,000","1,900,000","2,300,000","2,500,000","3,000,000","1,900,000","2,600,000","2,400,000","2,300,000","2,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","3,000,000","4,200,000","5,800,000","6,800,000","6,300,000","7,800,000","10,200,000","10,400,000","14,800,000","16,500,000","17,500,000","20,300,000","22,900,000","27,400,000","27,100,000","20,500,000","23,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,,,,,,,,,,,,,,,,,,,"3,300,000","2,400,000","5,300,000","3,600,000","6,300,000","2,700,000","1,500,000","3,100,000","3,700,000","3,300,000","2,700,000","2,800,000","2,700,000","2,900,000","2,000,000","2,600,000","2,800,000","2,700,000","-400,000","-1,700,000","-3,200,000","-4,600,000","-3,800,000","-4,800,000","-7,300,000","-7,900,000","-12,900,000","-14,200,000","-15,000,000","-17,300,000","-21,000,000","-24,800,000","-24,700,000","-18,200,000","-21,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"5,785,600,000","1,481,800,000","1,713,100,000","1,416,300,000","1,174,500,000","1,015,000,000","1,049,100,000","777,800,000","582,400,000","480,700,000","651,900,000","594,700,000","427,800,000","365,100,000","589,100,000","603,200,000","432,200,000","368,400,000","479,100,000","440,800,000","346,200,000","310,400,000","438,100,000","372,100,000","289,400,000","234,800,000","361,500,000","326,600,000","222,900,000","212,400,000","250,800,000","171,800,000","201,900,000","189,700,000","202,700,000","205,100,000","145,100,000","112,100,000","105,000,000","79,000,000","48,600,000","37,000,000","44,100,000","39,300,000","-16,000,000","-3,400,000","15,800,000","66,600,000","35,000,000","70,200,000","-199,000,000","-141,400,000","-79,600,000","-48,800,000","-1,073,700,000","-369,900,000","-877,000,000","-207,000,000","-51,200,000","-681,800,000","79,000,000","160,500,000","447,000,000","465,200,000","568,400,000","493,700,000","899,300,000","599,000,000","468,400,000","382,600,000","559,014,000","398,087,000","310,202,000","296,197,000","376,889,000","252,241,000","202,622,000","175,206,000","228,459,000","171,251,000","140,608,000","94,623,000","160,628,000","116,549,000","89,498,000","82,297,000","101,790,000","78,904,000","64,387,000","71,700,000","84,500,000","76,000,000","56,900,000","55,900,000","61,900,000","52,400,000","20,100,000","18,300,000","23,100,000","17,100,000","11,000,000","11,300,000","15,400,000","11,800,000","8,000,000","9,100,000","11,400,000","9,600,000","6,000,000","6,100,000","9,500,000","7,100,000","5,700,000","5,700,000","4,800,000","2,600,000","4,800,000","3,000,000","3,900,000","2,400,000","-73,700,000","34,400,000","28,200,000","21,900,000"
EBITDA,"5,856,000,000"
